ID,ID Base,Faction,Alteration,Name,Name DE,Type,Subtyp,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effekt,Echo,Intentions Implémentation CE,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Reflexion Chacun pour soi
ALT_CORE_B_LY_05_R2,ALT_CORE_B_LY_05_C,MU,RARE,Lyra Thespian,Lyra-Mime,CHARACTER,ARTIST,2,2,2,2,2,"{J} Wenn du #mindestens zwei Charaktere mit [BOOSTED_MP]# kontrollierst, erhalte ich #2 Verstärkungen$[BB]#.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_C,ALT_CORE_B_LY_06_C,LY,COMMON,Ouroboros Trickster,Ouroboros-Schwindlerin,CHARACTER,CITIZEN,2,1,0,0,0,{J} Würfle einmal. Bei einer 4 oder höher erhalte ich 2 Verstärkungen. Andernfalls erhalte ich 1 Verstärkung$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_R1,ALT_CORE_B_LY_06_C,LY,RARE,Ouroboros Trickster,Ouroboros-Schwindlerin,CHARACTER,CITIZEN,2,#2#,0,0,0,{J} Würfle einmal. Bei einer 4 oder höher erhalte ich #3 Verstärkungen#. Andernfalls erhalte ich 1 Verstärkung$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_R2,ALT_CORE_B_LY_06_C,BR,RARE,Ouroboros Trickster,Ouroboros-Schwindlerin,CHARACTER,CITIZEN,2,1,0,0,0,{J} Würfle einmal. Bei einer 4 oder höher erhalte ich 2 Verstärkungen. Andernfalls erhalte ich 1 Verstärkung$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_07_C,ALT_CORE_B_LY_07_C,LY,COMMON,Hathor,Hathor,CHARACTER,ARTIST_DEITY,2,3,3,3,0,,"{D} : Nimm eine weitere Karte aus deiner Reserve wieder in deine Hand auf. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_07_R1,ALT_CORE_B_LY_07_C,LY,RARE,Hathor,Hathor,CHARACTER,ARTIST_DEITY,2,#2#,3,3,0,,"{D} : Nimm eine weitere Karte aus deiner Reserve wieder in deine Hand auf. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_07_R2,ALT_CORE_B_LY_07_C,YZ,RARE,Hathor,Hathor,CHARACTER,ARTIST_DEITY,2,#2#,3,3,0,,"{D} : Nimm eine weitere Karte aus deiner Reserve wieder in deine Hand auf. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_08_C,ALT_CORE_B_LY_08_C,LY,COMMON,Lyra Skald,Lyra-Skalde,CHARACTER,ARTIST,2,2,3,0,2,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_08_R1,ALT_CORE_B_LY_08_C,LY,RARE,Lyra Skald,Lyra-Skalde,CHARACTER,ARTIST,2,2,3,0,2,#{H} Du darfst eine Karte aus deiner Reserve für $[RESUPPLY] ablegen.#,"#{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger.# (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_08_R2,ALT_CORE_B_LY_08_C,YZ,RARE,Lyra Skald,Lyra-Skalde,CHARACTER,ARTIST,2,2,3,0,2,#{H} Du darfst eine Karte aus deiner Reserve für $[RESUPPLY] ablegen.#,"#{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger.# (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_09_C,ALT_CORE_B_LY_09_C,LY,COMMON,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,{H} $[SABOTAGE].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_09_R1,ALT_CORE_B_LY_09_C,LY,RARE,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,{H} $[SABOTAGE].  #{R} Würfle einmal. Bei einer 4 oder höher — [SABOTAGE].#,,,,,,,,,,,,,,,
ALT_CORE_B_LY_09_R2,ALT_CORE_B_LY_09_C,BR,RARE,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,{H} $[SABOTAGE].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_10_C,ALT_CORE_B_LY_10_C,LY,COMMON,Ouroboros Inkcaster,Ouroboros-Tintengießerin,CHARACTER,ARTIST,3,3,3,3,2,"Wenn ich aus der Expeditionszone in deine Reserve gehe, darfst du eine andere Karte aus deiner Reserve in deine Hand zurückholen.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_10_R1,ALT_CORE_B_LY_10_C,LY,RARE,Ouroboros Inkcaster,Ouroboros-Tintengießerin,CHARACTER,ARTIST,#2#,#2#,#2#,#2#,2,"Wenn ich aus der Expeditionszone in deine Reserve gehe, darfst du eine andere Karte aus deiner Reserve in deine Hand zurückholen.","#{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger.# (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_10_R2,ALT_CORE_B_LY_10_C,AX,RARE,Ouroboros Inkcaster,Ouroboros-Tintengießerin,CHARACTER,ARTIST,#2#,#2#,#2#,#2#,2,"Wenn ich aus der Expeditionszone in deine Reserve gehe, darfst du eine andere Karte aus deiner Reserve in deine Hand zurückholen.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_C,ALT_CORE_B_LY_11_C,LY,COMMON,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,2,0,2,2,{H} $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R1,ALT_CORE_B_LY_11_C,LY,RARE,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,#3#,0,2,2,#{J}# $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R2,ALT_CORE_B_LY_11_C,MU,RARE,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,2,0,2,2,{H} $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_12_C,ALT_CORE_B_LY_12_C,LY,COMMON,Lyra Navigator,Lyra-Navigatorin,CHARACTER,CITIZEN,2,3,0,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R1,ALT_CORE_B_LY_12_C,LY,RARE,Lyra Navigator,Lyra-Navigatorin,CHARACTER,CITIZEN,2,#2#,0,0,4,,"#{D} : [RESUPPLY]#. (Lege die oberste Karte deines Decks in deine Reserve. Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R2,ALT_CORE_B_LY_12_C,BR,RARE,Lyra Navigator,Lyra-Navigatorin,CHARACTER,CITIZEN,2,3,0,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_C,ALT_CORE_B_LY_13_C,LY,COMMON,Anansi,Anansi,CHARACTER,ARTIST,3,2,2,2,2,{J} Ich erhalte 1 Verstärkung$[BB] für jede Karte in deiner Reserve.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R1,ALT_CORE_B_LY_13_C,LY,RARE,Anansi,Anansi,CHARACTER,ARTIST,3,2,#0#,#0#,#0#,{J} Ich erhalte 1 Verstärkung$[BB] für jede Karte #in der Reserve jedes Spielers#.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R2,ALT_CORE_B_LY_13_C,AX,RARE,Anansi,Anansi,CHARACTER,ARTIST,3,2,2,2,2,{J} Ich erhalte 1 Verstärkung$[BB] für jede Karte in deiner Reserve.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_C,ALT_CORE_B_LY_14_C,LY,COMMON,Lyra Cloth-Dancer,Lyra-Schleiertänzerin,CHARACTER,ARTIST,3,2,0,3,2,"{H} Bis zu ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Wenn er in deine Reserve geschickt werden soll, lege ihn stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R1,ALT_CORE_B_LY_14_C,LY,RARE,Lyra Cloth-Dancer,Lyra-Schleiertänzerin,CHARACTER,ARTIST,3,2,0,#2#,2,"{H} #Jeder Charakter, der von einem Spieler deiner Wahl kontrolliert wird#, erhält [FLEETING_CHAR]. (Wenn er in deine Reserve geschickt werden soll, lege ihn stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R2,ALT_CORE_B_LY_14_C,MU,RARE,Lyra Cloth-Dancer,Lyra-Schleiertänzerin,CHARACTER,ARTIST,3,2,0,3,2,"{H} Bis zu ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Wenn er in deine Reserve geschickt werden soll, lege ihn stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_C,ALT_CORE_B_LY_15_C,LY,COMMON,The Sandman,Der Sandmann,CHARACTER,ARTIST,3,3,0,3,3,{H} Bis zu ein Charakter deiner Wahl erhält [ASLEEP]. (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in Reserve und verliert Schlafend.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R1,ALT_CORE_B_LY_15_C,LY,RARE,The Sandman,Der Sandmann,CHARACTER,ARTIST,3,#2#,0,3,3,{H} Bis zu ein Charakter deiner Wahl erhält [ASLEEP]. #Du darfst ihn 2 Verstärkungen erhalten lassen.# (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in Reserve und verliert Schlafend.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R2,ALT_CORE_B_LY_15_C,OR,RARE,The Sandman,Der Sandmann,CHARACTER,ARTIST,3,#2#,0,3,3,{H} Bis zu ein Charakter deiner Wahl erhält [ASLEEP]. #Du darfst ihn 2 Verstärkungen erhalten lassen.# (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in Reserve und verliert Schlafend.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_C,ALT_CORE_B_LY_16_C,LY,COMMON,Lyra Chronicler,Lyra-Chronistin,CHARACTER,ARTIST,3,3,4,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R1,ALT_CORE_B_LY_16_C,LY,RARE,Lyra Chronicler,Lyra-Chronistin,CHARACTER,ARTIST,3,3,4,0,4,,"#{D} : [RESUPPLY]#. (Lege die oberste Karte deines Decks in deine Reserve. Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R2,ALT_CORE_B_LY_16_C,AX,RARE,Lyra Chronicler,Lyra-Chronistin,CHARACTER,ARTIST,3,3,4,0,4,,"#{D} : [RESUPPLY]#. (Lege die oberste Karte deines Decks in deine Reserve. Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_17_C,ALT_CORE_B_LY_17_C,LY,COMMON,Ouroboros Croupier,Ouroboros-Croupier,CHARACTER,CITIZEN,4,4,0,4,4,{H} Würfle einmal. Bei einer 4 oder höher ziehe eine Karte. Andernfalls $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R1,ALT_CORE_B_LY_17_C,LY,RARE,Ouroboros Croupier,Ouroboros-Croupier,CHARACTER,CITIZEN,4,4,0,#5#,#5#,{H} Würfle einmal. Bei einer 4 oder höher ziehe eine Karte. Andernfalls $[RESUPPLY].,"#{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger.# (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R2,ALT_CORE_B_LY_17_C,AX,RARE,Ouroboros Croupier,Ouroboros-Croupier,CHARACTER,CITIZEN,4,4,0,#5#,#5#,{H} Würfle einmal. Bei einer 4 oder höher ziehe eine Karte. Andernfalls $[RESUPPLY].,"#{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger.# (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_18_C,ALT_CORE_B_LY_18_C,LY,COMMON,The Hatter,Der Hutmacher,CHARACTER,CITIZEN,4,5,5,5,0,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R1,ALT_CORE_B_LY_18_C,LY,RARE,The Hatter,Der Hutmacher,CHARACTER,CITIZEN,4,#4#,5,#0#,#5#,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R2,ALT_CORE_B_LY_18_C,BR,RARE,The Hatter,Der Hutmacher,CHARACTER,CITIZEN,4,5,5,5,0,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_19_C,ALT_CORE_B_LY_19_C,LY,COMMON,"Amahle, Asgarthan Outcast","Amahle, Ausgestoßener von Asgartha",CHARACTER,SCHOLAR,5,5,5,5,5,"{J} Du darfst eine Karte aus deiner Reserve ablegen, um eine Karte zu ziehen.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R1,ALT_CORE_B_LY_19_C,LY,RARE,"Amahle, Asgarthan Outcast","Amahle, Ausgestoßener von Asgartha",CHARACTER,SCHOLAR,5,5,5,5,5,{J} Du darfst #eine beliebige Anzahl von Karten# aus deiner Reserve ablegen und danach #die gleiche Anzahl an Karten ziehen#.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R2,ALT_CORE_B_LY_19_C,AX,RARE,"Amahle, Asgarthan Outcast","Amahle, Ausgestoßener von Asgartha",CHARACTER,SCHOLAR,5,5,5,5,5,"{J} Du darfst eine Karte aus deiner Reserve ablegen, um eine Karte zu ziehen.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_C,ALT_CORE_B_LY_20_C,LY,COMMON,Asmodeus,Asmodeus,CHARACTER,DEITY,6,6,5,5,5,{J} Würfle einmal. Bei einer 4 oder höher erhalte ich $[ANCHORED]. Andernfalls erhalte ich 3 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R1,ALT_CORE_B_LY_20_C,LY,RARE,Asmodeus,Asmodeus,CHARACTER,DEITY,#5#,#5#,#4#,#4#,#4#,{J} Würfle einmal. Bei einer 4 oder höher erhalte ich $[ANCHORED]. Andernfalls erhalte ich 3 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R2,ALT_CORE_B_LY_20_C,BR,RARE,Asmodeus,Asmodeus,CHARACTER,DEITY,6,6,5,5,5,{J} Würfle einmal. Bei einer 4 oder höher erhalte ich $[ANCHORED]. Andernfalls erhalte ich 3 Verstärkungen.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_C,ALT_CORE_B_LY_21_C,LY,COMMON,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,{H} Jeder Spieler legt seine Hand ab und zieht dann drei Karten.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R1,ALT_CORE_B_LY_21_C,LY,RARE,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,{H} Jeder Spieler legt seine Hand #und seine Reserve# ab und zieht dann drei Karten.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R2,ALT_CORE_B_LY_21_C,MU,RARE,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,{H} Jeder Spieler legt seine Hand ab und zieht dann drei Karten.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_C,ALT_CORE_B_LY_22_C,LY,COMMON,A Cappella Training,A-cappella-Ausbildung,SPELL,SONG,1,1,,,,"Ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Wenn er in die Reserve geschickt werden soll, lege ihn stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R1,ALT_CORE_B_LY_22_C,LY,RARE,A Cappella Training,A-cappella-Ausbildung,SPELL,SONG,#2#,#2#,,,,"#[FLEETING].#  Ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Wenn er in die Reserve geschickt werden soll, lege ihn stattdessen ab.)  #Ziehe eine Karte.#",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R2,ALT_CORE_B_LY_22_C,MU,RARE,A Cappella Training,A-cappella-Ausbildung,SPELL,SONG,1,1,,,,"Ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Wenn er in die Reserve geschickt werden soll, lege ihn stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_23_C,ALT_CORE_B_LY_23_C,LY,COMMON,Twinkle Twinkle,"Schlaf, Kindlein, schlaf",SPELL,SONG,2,2,,,,Ein Charakter deiner Wahl erhält [ASLEEP]. (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in Reserve und verliert Schlafend.),"{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R1,ALT_CORE_B_LY_23_C,LY,RARE,Twinkle Twinkle,"Schlaf, Kindlein, schlaf",SPELL,SONG,#4#,#4#,,,,#$[FLEETING].#  #Alle Charaktere in einer Expedition deiner Wahl# erhalten [ASLEEP]. (Dies betrifft nur die Charaktere eines Spielers. Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in Reserve und verliert Schlafend.),"{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R2,ALT_CORE_B_LY_23_C,BR,RARE,Twinkle Twinkle,"Schlaf, Kindlein, schlaf",SPELL,SONG,2,2,,,,Ein Charakter deiner Wahl erhält [ASLEEP]. (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in Reserve und verliert Schlafend.),"{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_24_C,ALT_CORE_B_LY_24_C,LY,COMMON,Cloth Cocoon,Stoff-Kokon,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Wähle eine Aktion:  • Lege einen Charakter deiner Wahl mit [FLEETING_CHAR], [ANCHORED] oder [ASLEEP] ab.  • Lege eine bleibende Karte deiner Wahl ab.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R1,ALT_CORE_B_LY_24_C,LY,RARE,Cloth Cocoon,Stoff-Kokon,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Lege einen Charakter deiner Wahl mit [FLEETING_CHAR], [ANCHORED] oder [ASLEEP] ab.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R2,ALT_CORE_B_LY_24_C,MU,RARE,Cloth Cocoon,Stoff-Kokon,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Wähle eine Aktion:  • Lege einen Charakter deiner Wahl mit [FLEETING_CHAR], [ANCHORED] oder [ASLEEP] ab.  • Lege eine bleibende Karte deiner Wahl ab.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_C,ALT_CORE_B_LY_25_C,LY,COMMON,All In!,Aufs Ganze!,SPELL,BOON,3,3,,,,"Würfle einmal. Ein Charakter deiner Wahl erhält X Verstärkungen$[BB], wobei X das Endergebnis ist.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R1,ALT_CORE_B_LY_25_C,LY,RARE,All In!,Aufs Ganze!,SPELL,BOON,3,3,,,,"Würfle einmal. #Du darfst eine Karte aus deiner Reserve ablegen, um das Ergebnis um 2 zu erhöhen.# Ein Charakter deiner Wahl erhält X Verstärkungen$[BB], wobei X das Endergebnis ist.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R2,ALT_CORE_B_LY_25_C,BR,RARE,All In!,Aufs Ganze!,SPELL,BOON,3,3,,,,"Würfle einmal. Ein Charakter deiner Wahl erhält X Verstärkungen$[BB], wobei X das Endergebnis ist.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_C,ALT_CORE_B_LY_26_C,LY,COMMON,Paint Prison,Farben-Falle,SPELL,DISRUPTION,5,5,,,,"$[FLEETING].  Du darfst eine Karte aus deiner Reserve ablegen, um meine Kosten um {2} zu reduzieren.  Lege einen Charakter oder eine bleibende Karte deiner Wahl oben auf das Deck ihres Besitzers zurück.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R1,ALT_CORE_B_LY_26_C,LY,RARE,Paint Prison,Farben-Falle,SPELL,DISRUPTION,#4#,#4#,,,,"$[FLEETING].  Du darfst eine Karte aus deiner Reserve ablegen, um meine Kosten um #{1}# zu reduzieren.  Lege einen Charakter oder eine bleibende Karte deiner Wahl oben auf das Deck ihres Besitzers zurück.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R2,ALT_CORE_B_LY_26_C,MU,RARE,Paint Prison,Farben-Falle,SPELL,DISRUPTION,5,5,,,,"$[FLEETING].  Du darfst eine Karte aus deiner Reserve ablegen, um meine Kosten um {2} zu reduzieren.  Lege einen Charakter oder eine bleibende Karte deiner Wahl oben auf das Deck ihres Besitzers zurück.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_C,ALT_CORE_B_LY_27_C,LY,COMMON,Mind Apotheosis,Geistige Durchdringung,SPELL,CONJURATION,9,9,,,,$[FLEETING].  Decke die obersten vier Karten deines Decks auf. Wähle bis zu zwei Charaktere aus diesen Karten und lege sie in deine Expeditionen. Sie erhalten [FLEETING]. Lege die anderen Karten ab. (Aktiviere keine {h} Auslöser.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R1,ALT_CORE_B_LY_27_C,LY,RARE,Mind Apotheosis,Geistige Durchdringung,SPELL,CONJURATION,#8#,#8#,,,,[FLEETING].  Decke die obersten vier Karten deines Decks auf. Wähle bis zu zwei Charaktere aus diesen Karten und lege sie in deine Expeditionen. Sie erhalten [FLEETING]. Lege die anderen Karten ab. (Aktiviere keine {h} Auslöser.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R2,ALT_CORE_B_LY_27_C,BR,RARE,Mind Apotheosis,Geistige Durchdringung,SPELL,CONJURATION,9,9,,,,[FLEETING].  Decke die obersten vier Karten deines Decks auf. Wähle bis zu zwei Charaktere aus diesen Karten und lege sie in deine Expeditionen. Sie erhalten [FLEETING]. Lege die anderen Karten ab. (Aktiviere keine {h} Auslöser.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_C,ALT_CORE_B_LY_28_C,LY,COMMON,Ride the Bifröst,Über den Bifröst,SPELL,MANEUVER,2,2,,,,"$[FLEETING].  Alle Charaktere, die du kontrollierst, wechseln die Expeditionen. (Sie verlassen ihre Expeditionen und schließen sich der anderen Expedition des kontrollierenden Spielers an.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R1,ALT_CORE_B_LY_28_C,LY,RARE,Ride the Bifröst,Über den Bifröst,SPELL,MANEUVER,2,2,,,,"$[FLEETING].  Alle Charaktere, #die von einem Spieler deiner Wahl kontrolliert werden#, wechseln die Expeditionen. (Sie verlassen ihre Expeditionen und schließen sich der anderen Expedition des kontrollierenden Spielers an.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R2,ALT_CORE_B_LY_28_C,YZ,RARE,Ride the Bifröst,Über den Bifröst,SPELL,MANEUVER,2,2,,,,"$[FLEETING].  Alle Charaktere, die du kontrollierst, wechseln die Expeditionen. (Sie verlassen ihre Expeditionen und schließen sich der anderen Expedition des kontrollierenden Spielers an.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_C,ALT_CORE_B_LY_29_C,LY,COMMON,Lyra Festival,Lyra-Fest,PERMANENT,LANDMARK,4,4,,,,"{J} Ziehe eine Karte.  Falls du zum Abend einen Charakter mit [FLEETING], einen weiteren Charakter mit [ANCHORED] und einen dritten Charakter mit [ASLEEP] kontrollierst — Du gewinnst das Spiel.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R1,ALT_CORE_B_LY_29_C,LY,RARE,Lyra Festival,Lyra-Fest,PERMANENT,LANDMARK,4,4,,,,"#{J} Ein Charakter deiner Wahl erhält [FLEETING], [ANCHORED] oder [ASLEEP].#  Falls du zum Abend einen Charakter mit [FLEETING], einen anderen Charakter mit [ANCHORED] und einen dritten Charakter mit [ASLEEP] kontrollierst — Du gewinnst das Spiel.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R2,ALT_CORE_B_LY_29_C,MU,RARE,Lyra Festival,Lyra-Fest,PERMANENT,LANDMARK,4,4,,,,"{J} Ziehe eine Karte.  Falls du zum Abend einen Charakter mit [FLEETING], einen weiteren Charakter mit [ANCHORED] und einen dritten Charakter mit [ASLEEP] kontrollierst — Du gewinnst das Spiel.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_C,ALT_CORE_B_LY_30_C,LY,COMMON,"The Ouroboros, Lyra Bastion","Der Ouroboros, Lyra-Bastion",PERMANENT,LANDMARK,4,4,,,,"Wenn du einen oder mehrere Würfel werfen würdest, wirf zusätzlich einen mehr und ignoriere den Wurf deiner Wahl.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R1,ALT_CORE_B_LY_30_C,LY,RARE,"The Ouroboros, Lyra Bastion","Der Ouroboros, Lyra-Bastion",PERMANENT,LANDMARK,#3#,#3#,,,,"Wenn du einen oder mehrere Würfel werfen würdest, wirf zusätzlich einen mehr und ignoriere den Wurf deiner Wahl.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R2,ALT_CORE_B_LY_30_C,AX,RARE,"The Ouroboros, Lyra Bastion","Der Ouroboros, Lyra-Bastion",PERMANENT,LANDMARK,#3#,#3#,,,,"#{J} [RESUPPLY].#  Wenn du #$[RESUPPLY] spielen würdest, decke stattdessen die obersten zwei Karten deines Decks auf. Lege eine in deine Reserve und die andere ab.#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_01_C,ALT_CORE_B_MU_01_C,MU,COMMON,Teija & Nauraa,Teija & Nauraa,HERO,,,,,,,"Der erste Charakter, den du jeden Nachmittag spielst, erhält 1 Verstärkung$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_MU_02_C,ALT_CORE_B_MU_02_C,MU,COMMON,Arjun & Spike,Arjun & Spike,HERO,,,,,,,"{T} : Lege eine Karte aus deiner Reserve ab. Der nächste Charakter, den du in dieser Runde mit Handkosten {3} oder weniger spielst, erhält [ANCHORED]. (Während der Ruhepause geht er nicht in Reserve und verliert Verankert.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_03_C,ALT_CORE_B_MU_03_C,MU,COMMON,Rin & Orchid,Rin & Orchidee,HERO,,,,,,,"Wenn sich eine deiner Expeditionen aufgrund von {V} vorwärts bewegt, ziehe eine Karte und lege dann eine Karte aus deiner Hand in die Reserve.",,,,,,,,,,,,,,,
