ID,ID Base,Faction,Alteration,Name,Name ES,Type,Sub-Type,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effect,Echo,Intentions Implémentation CE,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Reflexion Chacun pour soi
ALT_CORE_B_LY_10_R2,ALT_CORE_B_LY_10_C,AX,RARE,Ouroboros Inkcaster,Tejetintas del Uroboros,CHARACTER,ARTIST,#2#,#2#,#2#,#2#,2,"Cuando voy a tu reserva desde la zona de expedición, puedes devolver a tu mano otra carta de tu reserva.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_C,ALT_CORE_B_LY_11_C,LY,COMMON,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,2,0,2,2,{H} $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R1,ALT_CORE_B_LY_11_C,LY,RARE,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,#3#,0,2,2,#{J}# $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R2,ALT_CORE_B_LY_11_C,MU,RARE,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,2,0,2,2,{H} $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_12_C,ALT_CORE_B_LY_12_C,LY,COMMON,Lyra Navigator,Navegante de Lyra,CHARACTER,CITIZEN,2,3,0,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R1,ALT_CORE_B_LY_12_C,LY,RARE,Lyra Navigator,Navegante de Lyra,CHARACTER,CITIZEN,2,#2#,0,0,4,,#{D}: [RESUPPLY].# (Coloca la primera carta de tu mazo en tu reserva. Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R2,ALT_CORE_B_LY_12_C,BR,RARE,Lyra Navigator,Navegante de Lyra,CHARACTER,CITIZEN,2,3,0,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_C,ALT_CORE_B_LY_13_C,LY,COMMON,Anansi,Anansi,CHARACTER,ARTIST,3,2,2,2,2,{J} Gano 1 potenciador$[BB] por cada carta que hay en tu reserva.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R1,ALT_CORE_B_LY_13_C,LY,RARE,Anansi,Anansi,CHARACTER,ARTIST,3,2,#0#,#0#,#0#,{J} Gano 1 potenciador$[BB] por cada carta que hay #en la reserva de cada jugador#.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R2,ALT_CORE_B_LY_13_C,AX,RARE,Anansi,Anansi,CHARACTER,ARTIST,3,2,2,2,2,{J} Gano 1 potenciador$[BB] por cada carta que hay en tu reserva.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_C,ALT_CORE_B_LY_14_C,LY,COMMON,Lyra Cloth-Dancer,Danzatelas de Lyra,CHARACTER,ARTIST,3,2,0,3,2,"{H} Hasta 1 personaje objetivo gana $[FLEETING_CHAR]. (Si fuese a ir a la reserva, en vez de eso, descártalo).",,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R1,ALT_CORE_B_LY_14_C,LY,RARE,Lyra Cloth-Dancer,Danzatelas de Lyra,CHARACTER,ARTIST,3,2,0,#2#,2,"{H} #Cada personaje controlado por un jugador objetivo# gana $[FLEETING_CHAR]. (Si fuese a ir a la reserva, en vez de eso, descártalo).",,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R2,ALT_CORE_B_LY_14_C,MU,RARE,Lyra Cloth-Dancer,Danzatelas de Lyra,CHARACTER,ARTIST,3,2,0,3,2,"{H} Hasta 1 personaje objetivo gana $[FLEETING_CHAR]. (Si fuese a ir a la reserva, en vez de eso, descártalo).",,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_C,ALT_CORE_B_LY_15_C,LY,COMMON,The Sandman,El Arenero,CHARACTER,ARTIST,3,3,0,3,3,"{H} Hasta 1 personaje objetivo gana [ASLEEP]. (Durante el anochecer, ignora sus estadísticas. Durante el descanso, no va a la reserva y pierde sueño).",,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R1,ALT_CORE_B_LY_15_C,LY,RARE,The Sandman,El Arenero,CHARACTER,ARTIST,3,#2#,0,3,3,"{H} Hasta 1 personaje objetivo gana [ASLEEP]. #Puedes hacer que gane 2 potenciadores.# (Durante el anochecer, ignora sus estadísticas. Durante el descanso, no va a la reserva y pierde sueño).",,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R2,ALT_CORE_B_LY_15_C,OR,RARE,The Sandman,El Arenero,CHARACTER,ARTIST,3,#2#,0,3,3,"{H} Hasta 1 personaje objetivo gana [ASLEEP]. #Puedes hacer que gane 2 potenciadores.# (Durante el anochecer, ignora sus estadísticas. Durante el descanso, no va a la reserva y pierde sueño).",,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_C,ALT_CORE_B_LY_16_C,LY,COMMON,Lyra Chronicler,Cronista de Lyra,CHARACTER,ARTIST,3,3,4,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R1,ALT_CORE_B_LY_16_C,LY,RARE,Lyra Chronicler,Cronista de Lyra,CHARACTER,ARTIST,3,3,4,0,4,,#{D}: [RESUPPLY].# (Coloca la primera carta de tu mazo en tu reserva. Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R2,ALT_CORE_B_LY_16_C,AX,RARE,Lyra Chronicler,Cronista de Lyra,CHARACTER,ARTIST,3,3,4,0,4,,#{D}: [RESUPPLY].# (Coloca la primera carta de tu mazo en tu reserva. Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_17_C,ALT_CORE_B_LY_17_C,LY,COMMON,Ouroboros Croupier,Crupier del Uroboros,CHARACTER,CITIZEN,4,4,0,4,4,"{H} Tira un dado. Si sacas 4 o más, roba 1 carta. De lo contrario, $[RESUPPLY].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R1,ALT_CORE_B_LY_17_C,LY,RARE,Ouroboros Croupier,Crupier del Uroboros,CHARACTER,CITIZEN,4,4,0,#5#,#5#,"{H} Tira un dado. Si sacas 4 o más, roba 1 carta. De lo contrario, $[RESUPPLY].",#{D}: La siguiente carta que juegues este turno cuesta {1} menos.# (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R2,ALT_CORE_B_LY_17_C,AX,RARE,Ouroboros Croupier,Crupier del Uroboros,CHARACTER,CITIZEN,4,4,0,#5#,#5#,"{H} Tira un dado. Si sacas 4 o más, roba 1 carta. De lo contrario, $[RESUPPLY].",#{D}: La siguiente carta que juegues este turno cuesta {1} menos.# (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_18_C,ALT_CORE_B_LY_18_C,LY,COMMON,The Hatter,El Sombrerero,CHARACTER,CITIZEN,4,5,5,5,0,,{D}: Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED]. (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R1,ALT_CORE_B_LY_18_C,LY,RARE,The Hatter,El Sombrerero,CHARACTER,CITIZEN,4,#4#,5,#0#,#5#,,{D}: Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED]. (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R2,ALT_CORE_B_LY_18_C,BR,RARE,The Hatter,El Sombrerero,CHARACTER,CITIZEN,4,5,5,5,0,,{D}: Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED]. (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_C,ALT_CORE_B_LY_19_C,LY,COMMON,"Amahle, Asgarthan Outcast","Amahle, paria asgarthiano",CHARACTER,SCHOLAR,5,5,5,5,5,{J} Puedes descartar 1 carta de tu reserva para robar 1 carta.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R1,ALT_CORE_B_LY_19_C,LY,RARE,"Amahle, Asgarthan Outcast","Amahle, paria asgarthiano",CHARACTER,SCHOLAR,5,5,5,5,5,{J} Puedes descartar #cualquier número de cartas# de tu reserva para #robar ese mismo número de cartas#.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R2,ALT_CORE_B_LY_19_C,AX,RARE,"Amahle, Asgarthan Outcast","Amahle, paria asgarthiano",CHARACTER,SCHOLAR,5,5,5,5,5,{J} Puedes descartar 1 carta de tu reserva para robar 1 carta.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_C,ALT_CORE_B_LY_20_C,LY,COMMON,Asmodeus,Asmodeo,CHARACTER,DEITY,6,6,5,5,5,"{J} Tira un dado. Si sacas 4 o más, gano $[ANCHORED]. De lo contrario, gano 3 potenciadores$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R1,ALT_CORE_B_LY_20_C,LY,RARE,Asmodeus,Asmodeo,CHARACTER,DEITY,#5#,#5#,#4#,#4#,#4#,"{J} Tira un dado. Si sacas 4 o más, gano $[ANCHORED]. De lo contrario, gano 3 potenciadores$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R2,ALT_CORE_B_LY_20_C,BR,RARE,Asmodeus,Asmodeo,CHARACTER,DEITY,6,6,5,5,5,"{J} Tira un dado. Si sacas 4 o más, gano $[ANCHORED]. De lo contrario, gano 3 potenciadores.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_C,ALT_CORE_B_LY_21_C,LY,COMMON,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,{H} Cada jugador descarta su mano y luego roba 3 cartas.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R1,ALT_CORE_B_LY_21_C,LY,RARE,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,{H} Cada jugador descarta su mano #y su reserva# y luego roba 3 cartas.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R2,ALT_CORE_B_LY_21_C,MU,RARE,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,{H} Cada jugador descarta su mano y luego roba 3 cartas.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_C,ALT_CORE_B_LY_22_C,LY,COMMON,A Cappella Training,Clase de a capela,SPELL,SONG,1,1,,,,"Un personaje objetivo gana [FLEETING_CHAR]. (Si fuese a ir a la reserva, en vez de eso, descártalo).",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R1,ALT_CORE_B_LY_22_C,LY,RARE,A Cappella Training,Clase de a capela,SPELL,SONG,#2#,#2#,,,,"#[FLEETING].#  Un personaje objetivo gana [FLEETING_CHAR]. (Si fuese a ir a la reserva, en vez de eso, descártalo). #Roba 1 carta.#",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R2,ALT_CORE_B_LY_22_C,MU,RARE,A Cappella Training,Clase de a capela,SPELL,SONG,1,1,,,,"Un personaje objetivo gana [FLEETING_CHAR]. (Si fuese a ir a la reserva, en vez de eso, descártalo).",,,,,,,,,,,,,,,
ALT_CORE_B_LY_23_C,ALT_CORE_B_LY_23_C,LY,COMMON,Twinkle Twinkle,"Estrellita, ¿dónde estás?",SPELL,SONG,2,2,,,,"Un personaje objetivo gana [ASLEEP]. (Durante el anochecer, ignora sus estadísticas. Durante el descanso, no va a la reserva y pierde sueño).",{D}: La siguiente carta que juegues este turno cuesta {1} menos. (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R1,ALT_CORE_B_LY_23_C,LY,RARE,Twinkle Twinkle,"Estrellita, ¿dónde estás?",SPELL,SONG,#4#,#4#,,,,"#$[FLEETING].#  #Todos los personajes de la expedición objetivo# ganan [ASLEEP]. (Esto afecta solo a los personajes de un mismo jugador. Durante el anochecer, ignora sus estadísticas. Durante el descanso, no va a la reserva y pierde sueño).",{D}: La siguiente carta que juegues este turno cuesta {1} menos. (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R2,ALT_CORE_B_LY_23_C,BR,RARE,Twinkle Twinkle,"Estrellita, ¿dónde estás?",SPELL,SONG,2,2,,,,"Un personaje objetivo gana [ASLEEP]. (Durante el anochecer, ignora sus estadísticas. Durante el descanso, no va a la reserva y pierde sueño).",{D}: La siguiente carta que juegues este turno cuesta {1} menos. (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_C,ALT_CORE_B_LY_24_C,LY,COMMON,Cloth Cocoon,Crisálida de tela,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Elige una opción:  • Descarta un personaje objetivo con [FLEETING_CHAR], [ANCHORED] o [ASLEEP].  • Descarta un permanente objetivo.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R1,ALT_CORE_B_LY_24_C,LY,RARE,Cloth Cocoon,Crisálida de tela,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Descarta un personaje objetivo con [FLEETING_CHAR], [ANCHORED] o [ASLEEP].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R2,ALT_CORE_B_LY_24_C,MU,RARE,Cloth Cocoon,Crisálida de tela,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Elige una opción:  • Descarta un personaje objetivo con [FLEETING_CHAR], [ANCHORED] o [ASLEEP].  • Descarta un permanente objetivo.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_C,ALT_CORE_B_LY_25_C,LY,COMMON,All In!,¡Voy con todo!,SPELL,BOON,3,3,,,,"Tira un dado. Un personaje objetivo gana X potenciadores$[BB], donde X equivale al resultado.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R1,ALT_CORE_B_LY_25_C,LY,RARE,All In!,¡Voy con todo!,SPELL,BOON,3,3,,,,"Tira un dado. #Puedes descartar 1 carta de tu reserva para sumar 2 al resultado.# Un personaje objetivo gana X potenciadores$[BB], donde X equivale al resultado final.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R2,ALT_CORE_B_LY_25_C,BR,RARE,All In!,¡Voy con todo!,SPELL,BOON,3,3,,,,"Tira un dado. Un personaje objetivo gana X potenciadores$[BB], donde X equivale al resultado.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_C,ALT_CORE_B_LY_26_C,LY,COMMON,Paint Prison,Prisión de pintura,SPELL,DISRUPTION,5,5,,,,$[FLEETING].  Puedes descartar una carta de tu reserva para reducir mi coste en {2}.  Devuelve un personaje o permanente objetivo a la parte superior del mazo de su propietario.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R1,ALT_CORE_B_LY_26_C,LY,RARE,Paint Prison,Prisión de pintura,SPELL,DISRUPTION,#4#,#4#,,,,$[FLEETING].  Puedes descartar una carta de tu reserva para reducir mi coste en #{1}#.  Devuelve un personaje o permanente objetivo a la parte superior del mazo de su propietario.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R2,ALT_CORE_B_LY_26_C,MU,RARE,Paint Prison,Prisión de pintura,SPELL,DISRUPTION,5,5,,,,$[FLEETING].  Puedes descartar una carta de tu reserva para reducir mi coste en {2}.  Devuelve un personaje o permanente objetivo a la parte superior del mazo de su propietario.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_C,ALT_CORE_B_LY_27_C,LY,COMMON,Mind Apotheosis,Apoteosis mental,SPELL,CONJURATION,9,9,,,,$[FLEETING].  Revela las 4 primeras cartas de tu mazo. Elige hasta 2 personajes entre estas cartas y colócalos en tus expediciones. Ganan [FLEETING]. Descarta las otras cartas. (No actives ningún efecto disparado {h}).,,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R1,ALT_CORE_B_LY_27_C,LY,RARE,Mind Apotheosis,Apoteosis mental,SPELL,CONJURATION,#8#,#8#,,,,[FLEETING].  Revela las 4 primeras cartas de tu mazo. Elige hasta 2 personajes entre estas cartas y colócalos en tus expediciones. Ganan [FLEETING]. Descarta las otras cartas. (No actives ningún efecto disparado {h}).,,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R2,ALT_CORE_B_LY_27_C,BR,RARE,Mind Apotheosis,Apoteosis mental,SPELL,CONJURATION,9,9,,,,[FLEETING].  Revela las 4 primeras cartas de tu mazo. Elige hasta 2 personajes entre estas cartas y colócalos en tus expediciones. Ganan [FLEETING]. Descarta las otras cartas. (No actives ningún efecto disparado {h}).,,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_C,ALT_CORE_B_LY_28_C,LY,COMMON,Ride the Bifröst,Viajar por el Bifröst,SPELL,MANEUVER,2,2,,,,$[FLEETING].  Todos los personajes que controles se trasladan de expedición. (Abandonan su expedición y se incorporan a la otra expedición de su controlador).,,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R1,ALT_CORE_B_LY_28_C,LY,RARE,Ride the Bifröst,Viajar por el Bifröst,SPELL,MANEUVER,2,2,,,,$[FLEETING].  Todos los personajes #que controle un jugador objetivo# se trasladan de expedición. (Abandonan su expedición y se incorporan a la otra expedición de su controlador).,,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R2,ALT_CORE_B_LY_28_C,YZ,RARE,Ride the Bifröst,Viajar por el Bifröst,SPELL,MANEUVER,2,2,,,,$[FLEETING].  Todos los personajes que controles se trasladan de expedición. (Abandonan su expedición y se incorporan a la otra expedición de su controlador).,,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_C,ALT_CORE_B_LY_29_C,LY,COMMON,Lyra Festival,Festival de Lyra,PERMANENT,LANDMARK,4,4,,,,"{J} Roba 1 carta. Al anochecer, si controlas un personaje con [FLEETING], otro con [ANCHORED] y un tercero con [ASLEEP] — Ganas la partida.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R1,ALT_CORE_B_LY_29_C,LY,RARE,Lyra Festival,Festival de Lyra,PERMANENT,LANDMARK,4,4,,,,"#{J} Un personaje objetivo gana [FLEETING], [ANCHORED] o [ASLEEP].#  Al anochecer, si controlas un personaje con [FLEETING], otro con [ANCHORED] y un tercero con [ASLEEP] — Ganas la partida.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R2,ALT_CORE_B_LY_29_C,MU,RARE,Lyra Festival,Festival de Lyra,PERMANENT,LANDMARK,4,4,,,,"{J} Roba 1 carta. Al anochecer, si controlas un personaje con [FLEETING], otro con [ANCHORED] y un tercero con [ASLEEP] — Ganas la partida.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_C,ALT_CORE_B_LY_30_C,LY,COMMON,"The Ouroboros, Lyra Bastion","El Uroboros, bastión de Lyra",PERMANENT,LANDMARK,4,4,,,,"Si vas a tirar 1 dado o más, tira esa cantidad de dados más 1 e ignora el dado que quieras.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R1,ALT_CORE_B_LY_30_C,LY,RARE,"The Ouroboros, Lyra Bastion","El Uroboros, bastión de Lyra",PERMANENT,LANDMARK,#3#,#3#,,,,"Si vas a tirar 1 dado o más, tira esa cantidad de dados más 1 e ignora el dado que quieras.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R2,ALT_CORE_B_LY_30_C,AX,RARE,"The Ouroboros, Lyra Bastion","El Uroboros, bastión de Lyra",PERMANENT,LANDMARK,#3#,#3#,,,,"#{J} [RESUPPLY].#  Si fueses a #$[RESUPPLY], en vez de eso, revela las 2 primeras cartas de tu mazo. Coloca 1 en tu reserva y descarta la otra.#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_01_C,ALT_CORE_B_MU_01_C,MU,COMMON,Teija & Nauraa,Teija y Nauraa,HERO,,,,,,,El primer personaje que juegues cada tarde gana 1 potenciador$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_02_C,ALT_CORE_B_MU_02_C,MU,COMMON,Arjun & Spike,Arjun y Pinchitos,HERO,,,,,,,"{T}: Descarta 1 carta de tu reserva. El siguiente personaje que juegues este turno con coste desde la mano de {3} o menos gana [ANCHORED]. (Durante el descanso, no va a tu reserva y pierde anclaje).",,,,,,,,,,,,,,,
ALT_CORE_B_MU_03_C,ALT_CORE_B_MU_03_C,MU,COMMON,Rin & Orchid,Rin y Orquídea,HERO,,,,,,,"Cuando una de tus expediciones avance debido a {V}, roba 1 carta y luego coloca una carta de tu mano en la reserva.",,,,,,,,,,,,,,,
ALT_CORE_B_MU_04_C,ALT_CORE_B_MU_04_C,MU,COMMON,Muna Caregiver,Cuidadora de Muna,CHARACTER,DRUID,1,1,0,1,0,,{D}: Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED]. (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_MU_04_R1,ALT_CORE_B_MU_04_C,MU,RARE,Muna Caregiver,Cuidadora de Muna,CHARACTER,DRUID,1,1,#1#,#2#,0,,{D}: Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED]. (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_MU_04_R2,ALT_CORE_B_MU_04_C,YZ,RARE,Muna Caregiver,Cuidadora de Muna,CHARACTER,DRUID,1,1,0,1,0,,{D}: Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED]. (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_MU_05_C,ALT_CORE_B_MU_05_C,MU,COMMON,Kitsune,Kitsune,CHARACTER,SPIRIT,2,2,0,3,2,{H} Cada jugador roba 1 carta.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_05_R1,ALT_CORE_B_MU_05_C,MU,RARE,Kitsune,Kitsune,CHARACTER,SPIRIT,2,2,0,3,#3#,{H} Cada jugador #puede [RESUPPLY].# (Puede poner la primera carta de su mazo en la reserva).,,,,,,,,,,,,,,,
ALT_CORE_B_MU_05_R2,ALT_CORE_B_MU_05_C,BR,RARE,Kitsune,Kitsune,CHARACTER,SPIRIT,2,2,0,3,2,{H} Cada jugador roba 1 carta.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_C,ALT_CORE_B_MU_06_C,MU,COMMON,Spindle Harvesters,Cosechadores del Balaustre,CHARACTER,PLANT_ANIMAL,1,1,1,0,0,{J} Gano $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_R1,ALT_CORE_B_MU_06_C,MU,RARE,Spindle Harvesters,Cosechadores del Balaustre,CHARACTER,PLANT_ANIMAL,1,1,1,0,0,"{J} Gano $[ANCHORED].  #Al mediodía, si tengo 2 potenciadores o más, $[RESUPPLY].#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_R2,ALT_CORE_B_MU_06_C,YZ,RARE,Spindle Harvesters,Cosechadores del Balaustre,CHARACTER,PLANT_ANIMAL,1,1,1,0,0,{J} Gano $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_07_C,ALT_CORE_B_MU_07_C,MU,COMMON,Mowgli,Mowgli,CHARACTER,DRUID,2,1,3,0,0,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_07_R1,ALT_CORE_B_MU_07_C,MU,RARE,Mowgli,Mowgli,CHARACTER,DRUID,2,1,3,0,0,,#{D}: Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED].# (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_MU_07_R2,ALT_CORE_B_MU_07_C,AX,RARE,Mowgli,Mowgli,CHARACTER,DRUID,2,1,3,0,0,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_C,ALT_CORE_B_MU_08_C,MU,COMMON,Sneezer Shroom,Hongo achís,CHARACTER,PLANT,2,2,1,1,1,{J} Gano $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_R1,ALT_CORE_B_MU_08_C,MU,RARE,Sneezer Shroom,Hongo achís,CHARACTER,PLANT,2,2,1,1,1,"{J} Gano $[ANCHORED].  #Al mediodía, gano 1 potenciador$[BB].#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_R2,ALT_CORE_B_MU_08_C,YZ,RARE,Sneezer Shroom,Hongo achís,CHARACTER,PLANT,2,2,1,1,1,"{J} Gano $[ANCHORED].  #Al mediodía, gano 1 potenciador.#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_09_C,ALT_CORE_B_MU_09_C,MU,COMMON,Kodama,Kodama,CHARACTER,PLANT_SPIRIT,2,2,3,3,3,{H} Gano $[ASLEEP].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_09_R1,ALT_CORE_B_MU_09_C,MU,RARE,Kodama,Kodama,CHARACTER,PLANT_SPIRIT,2,2,3,3,3,{H} Gano $[ASLEEP].,#{D}: Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED].# (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_MU_09_R2,ALT_CORE_B_MU_09_C,LY,RARE,Kodama,Kodama,CHARACTER,PLANT_SPIRIT,2,2,3,3,3,{H} Gano $[ASLEEP].,#{D}: Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED].# (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_MU_10_C,ALT_CORE_B_MU_10_C,MU,COMMON,"Yong-Su, Verdant Weaver","Yong-Su, tejedor de plantas",CHARACTER,DRUID,3,3,3,3,3,"{J} Si controlas 2 plantas o más, gano 2 potenciadores$[BB]. (Las cartas en la reserva no están controladas).",,,,,,,,,,,,,,,
ALT_CORE_B_MU_10_R1,ALT_CORE_B_MU_10_C,MU,RARE,"Yong-Su, Verdant Weaver","Yong-Su, tejedor de plantas",CHARACTER,DRUID,#2#,#2#,#2#,#2#,#2#,"{J} Si controlas 2 plantas o más, gano 2 potenciadores$[BB]. (Las cartas en la reserva no están controladas).",,,,,,,,,,,,,,,
ALT_CORE_B_MU_10_R2,ALT_CORE_B_MU_10_C,LY,RARE,"Yong-Su, Verdant Weaver","Yong-Su, tejedor de plantas",CHARACTER,DRUID,3,3,3,3,3,"{J} #Si tienes al menos 3 estadísticas básicas de 0 entre personajes que controles,# gano 2 potenciadores$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_MU_11_C,ALT_CORE_B_MU_11_C,MU,COMMON,Inari,Inari,CHARACTER,DEITY,3,2,3,1,3,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_11_R1,ALT_CORE_B_MU_11_C,MU,RARE,Inari,Inari,CHARACTER,DEITY,3,2,3,1,3,"#Al mediodía, roba 1 carta.#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_11_R2,ALT_CORE_B_MU_11_C,AX,RARE,Inari,Inari,CHARACTER,DEITY,3,2,3,#3#,3,,#{D}: Activa los efectos disparados {j} de un permanente objetivo que controles.# (Descártame de tu reserva para jugar esta acción).,,,,,,,,,,,,,,
ALT_CORE_B_MU_12_C,ALT_CORE_B_MU_12_C,MU,COMMON,Daughter of Yggdrasil,Hija de Yggdrasil,CHARACTER,PLANT,3,3,5,5,3,{H} Un oponente objetivo roba 1 carta.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_12_R1,ALT_CORE_B_MU_12_C,MU,RARE,Daughter of Yggdrasil,Hija de Yggdrasil,CHARACTER,PLANT,3,3,5,5,3,{H} #Cada jugador# roba 1 carta.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_12_R2,ALT_CORE_B_MU_12_C,AX,RARE,Daughter of Yggdrasil,Hija de Yggdrasil,CHARACTER,PLANT,3,3,5,5,3,{H} Un oponente objetivo roba 1 carta.,,,,,,,,,,,,,,,
