ID,ID Base,Faction,Alteration,Name,Nome It,Type,Sottotipo,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effetto,Eco,Intentions Implémentation CE,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Reflexion Chacun pour soi
ALT_CORE_B_LY_08_R1,ALT_CORE_B_LY_08_C,LY,RARE,Lyra Skald,Skald Lyra,CHARACTER,ARTISTA,2,2,3,0,2,#{H} Puoi scartare una carta dalla tua Riserva per usare $[RESUPPLY].#,#{D} : La prossima carta che giochi in questo turno costa {1} in meno.# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_08_R2,ALT_CORE_B_LY_08_C,YZ,RARE,Lyra Skald,Skald Lyra,CHARACTER,ARTISTA,2,2,3,0,2,#{H} Puoi scartare una carta dalla tua Riserva per usare $[RESUPPLY].#,#{D} : La prossima carta che giochi in questo turno costa {1} in meno.# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_09_C,ALT_CORE_B_LY_09_C,LY,COMMON,Tanuki,Tanuki,CHARACTER,SPIRITO,3,3,3,3,0,{H} $[SABOTAGE].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_09_R1,ALT_CORE_B_LY_09_C,LY,RARE,Tanuki,Tanuki,CHARACTER,SPIRITO,3,3,3,3,0,"{H} $[SABOTAGE].  #{R} Lancia un dado. Se il risultato è pari o superiore a 4, [SABOTAGE].#",,,,,,,,,,,,,,,
ALT_CORE_B_LY_09_R2,ALT_CORE_B_LY_09_C,BR,RARE,Tanuki,Tanuki,CHARACTER,SPIRITO,3,3,3,3,0,{H} $[SABOTAGE].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_10_C,ALT_CORE_B_LY_10_C,LY,COMMON,Ouroboros Inkcaster,Grafomante dell'Uroboro,CHARACTER,ARTISTA,3,3,3,3,2,Quando vado nella Riserva dall'area delle spedizioni — Puoi riprendere in mano un'altra carta della tua Riserva.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_10_R1,ALT_CORE_B_LY_10_C,LY,RARE,Ouroboros Inkcaster,Grafomante dell'Uroboro,CHARACTER,ARTISTA,#2#,#2#,#2#,#2#,2,Quando vado nella Riserva dall'area delle spedizioni — Puoi riprendere in mano un'altra carta della tua Riserva.,#{D} : La prossima carta che giochi in questo turno costa {1} in meno.# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_10_R2,ALT_CORE_B_LY_10_C,AX,RARE,Ouroboros Inkcaster,Grafomante dell'Uroboro,CHARACTER,ARTISTA,#2#,#2#,#2#,#2#,2,Quando vado nella Riserva dall'area delle spedizioni — Puoi riprendere in mano un'altra carta della tua Riserva.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_C,ALT_CORE_B_LY_11_C,LY,COMMON,Esmeralda,Esmeralda,CHARACTER,ARTISTA,2,2,0,2,2,{H} $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R1,ALT_CORE_B_LY_11_C,LY,RARE,Esmeralda,Esmeralda,CHARACTER,ARTISTA,2,#3#,0,2,2,#{J}# $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R2,ALT_CORE_B_LY_11_C,MU,RARE,Esmeralda,Esmeralda,CHARACTER,ARTISTA,2,2,0,2,2,{H} $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_12_C,ALT_CORE_B_LY_12_C,LY,COMMON,Lyra Navigator,Navigatrice Lyra,CHARACTER,CITTADINO,2,3,0,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R1,ALT_CORE_B_LY_12_C,LY,RARE,Lyra Navigator,Navigatrice Lyra,CHARACTER,CITTADINO,2,#2#,0,0,4,,#{D} : [RESUPPLY]#. (Metti la prima carta del tuo mazzo nella Riserva. Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R2,ALT_CORE_B_LY_12_C,BR,RARE,Lyra Navigator,Navigatrice Lyra,CHARACTER,CITTADINO,2,3,0,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_C,ALT_CORE_B_LY_13_C,LY,COMMON,Anansi,Anansi,CHARACTER,ARTISTA,3,2,2,2,2,{J} Ottengo 1 rinforzo$[BB] per ogni carta nella tua Riserva.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R1,ALT_CORE_B_LY_13_C,LY,RARE,Anansi,Anansi,CHARACTER,ARTISTA,3,2,#0#,#0#,#0#,{J} Ottengo 1 rinforzo$[BB] per ogni carta #nella Riserva di ogni giocatore#.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R2,ALT_CORE_B_LY_13_C,AX,RARE,Anansi,Anansi,CHARACTER,ARTISTA,3,2,2,2,2,{J} Ottengo 1 rinforzo$[BB] per ogni carta nella tua Riserva.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_C,ALT_CORE_B_LY_14_C,LY,COMMON,Lyra Cloth-Dancer,Danzatrice di Tessuti Lyra,CHARACTER,ARTISTA,3,2,0,3,2,"{H} Fino a un personaggio bersaglio ottiene [FLEETING_CHAR]. (Se sta per finire nella Riserva, scartalo invece.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R1,ALT_CORE_B_LY_14_C,LY,RARE,Lyra Cloth-Dancer,Danzatrice di Tessuti Lyra,CHARACTER,ARTISTA,3,2,0,#2#,2,"{H} #Ogni personaggio controllato dal giocatore bersaglio# ottiene [FLEETING_CHAR]. (Se sta per finire nella Riserva, scartalo invece.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R2,ALT_CORE_B_LY_14_C,MU,RARE,Lyra Cloth-Dancer,Danzatrice di Tessuti Lyra,CHARACTER,ARTISTA,3,2,0,3,2,"{H} Fino a un personaggio bersaglio ottiene [FLEETING_CHAR]. (Se sta per finire nella Riserva, scartalo invece.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_C,ALT_CORE_B_LY_15_C,LY,COMMON,The Sandman,Omino del Sonno,CHARACTER,ARTISTA,3,3,0,3,3,"{H} Fino a un personaggio bersaglio ottiene [ASLEEP]. (Durante il crepuscolo, ignora le sue statistiche. Durante il riposo, non va nella Riserva e perde Dormiente.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R1,ALT_CORE_B_LY_15_C,LY,RARE,The Sandman,Omino del Sonno,CHARACTER,ARTISTA,3,#2#,0,3,3,"{H} Fino a un personaggio bersaglio ottiene [ASLEEP]. (Durante il crepuscolo, ignora le sue statistiche. Durante il riposo, non va nella Riserva e perde Dormiente.) #Puoi fargli ottenere 2 rinforzi.#",,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R2,ALT_CORE_B_LY_15_C,OR,RARE,The Sandman,Omino del Sonno,CHARACTER,ARTISTA,3,#2#,0,3,3,"{H} Fino a un personaggio bersaglio ottiene [ASLEEP]. (Durante il crepuscolo, ignora le sue statistiche. Durante il riposo, non va nella Riserva e perde Dormiente.) #Puoi fargli ottenere 2 rinforzi.#",,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_C,ALT_CORE_B_LY_16_C,LY,COMMON,Lyra Chronicler,Cronista Lyra,CHARACTER,ARTISTA,3,3,4,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R1,ALT_CORE_B_LY_16_C,LY,RARE,Lyra Chronicler,Cronista Lyra,CHARACTER,ARTISTA,3,3,4,0,4,,#{D} : [RESUPPLY]#. (Metti la prima carta del tuo mazzo nella Riserva. Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R2,ALT_CORE_B_LY_16_C,AX,RARE,Lyra Chronicler,Cronista Lyra,CHARACTER,ARTISTA,3,3,4,0,4,,#{D} : [RESUPPLY]#. (Metti la prima carta del tuo mazzo nella Riserva. Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_17_C,ALT_CORE_B_LY_17_C,LY,COMMON,Ouroboros Croupier,Croupier dell'Uroboro,CHARACTER,CITTADINO,4,4,0,4,4,"{H} Lancia un dado. Se il risultato è pari o superiore a 4, pesca una carta. Altrimenti, usa $[RESUPPLY].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R1,ALT_CORE_B_LY_17_C,LY,RARE,Ouroboros Croupier,Croupier dell'Uroboro,CHARACTER,CITTADINO,4,4,0,#5#,#5#,"{H} Lancia un dado. Se il risultato è pari o superiore a 4, pesca una carta. Altrimenti, usa $[RESUPPLY].",#{D} : La prossima carta che giochi in questo turno costa {1} in meno.# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R2,ALT_CORE_B_LY_17_C,AX,RARE,Ouroboros Croupier,Croupier dell'Uroboro,CHARACTER,CITTADINO,4,4,0,#5#,#5#,"{H} Lancia un dado. Se il risultato è pari o superiore a 4, pesca una carta. Altrimenti, usa $[RESUPPLY].",#{D} : La prossima carta che giochi in questo turno costa {1} in meno.# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_18_C,ALT_CORE_B_LY_18_C,LY,COMMON,The Hatter,Il Cappellaio,CHARACTER,CITTADINO,4,5,5,5,0,,{D} : Il personaggio bersaglio con costo dalla mano pari o inferiore a {3} ottiene [ANCHORED]. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R1,ALT_CORE_B_LY_18_C,LY,RARE,The Hatter,Il Cappellaio,CHARACTER,CITTADINO,4,#4#,5,#0#,#5#,,{D} : Il personaggio bersaglio con costo dalla mano pari o inferiore a {3} ottiene [ANCHORED]. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R2,ALT_CORE_B_LY_18_C,BR,RARE,The Hatter,Il Cappellaio,CHARACTER,CITTADINO,4,5,5,5,0,,{D} : Il personaggio bersaglio con costo dalla mano pari o inferiore a {3} ottiene [ANCHORED]. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_19_C,ALT_CORE_B_LY_19_C,LY,COMMON,"Amahle, Asgarthan Outcast","Amahle, Reietto Asgarthan",CHARACTER,STUDIOSO,5,5,5,5,5,{J} Puoi scartare una carta dalla tua Riserva per pescare una carta.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R1,ALT_CORE_B_LY_19_C,LY,RARE,"Amahle, Asgarthan Outcast","Amahle, Reietto Asgarthan",CHARACTER,STUDIOSO,5,5,5,5,5,{J} Puoi scartare #un qualsiasi numero di carte# dalla tua Riserva per #pescare altrettante carte#.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R2,ALT_CORE_B_LY_19_C,AX,RARE,"Amahle, Asgarthan Outcast","Amahle, Reietto Asgarthan",CHARACTER,STUDIOSO,5,5,5,5,5,{J} Puoi scartare una carta dalla tua Riserva per pescare una carta.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_C,ALT_CORE_B_LY_20_C,LY,COMMON,Asmodeus,Asmodeo,CHARACTER,DIVINITÀ,6,6,5,5,5,"{J} Lancia un dado. Se il risultato è pari o superiore a 4, ottengo $[ANCHORED]. Altrimenti, ottengo 3 rinforzi$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R1,ALT_CORE_B_LY_20_C,LY,RARE,Asmodeus,Asmodeo,CHARACTER,DIVINITÀ,#5#,#5#,#4#,#4#,#4#,"{J} Lancia un dado. Se il risultato è pari o superiore a 4, ottengo $[ANCHORED]. Altrimenti, ottengo 3 rinforzi$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R2,ALT_CORE_B_LY_20_C,BR,RARE,Asmodeus,Asmodeo,CHARACTER,DIVINITÀ,6,6,5,5,5,"{J} Lancia un dado. Se il risultato è pari o superiore a 4, ottengo $[ANCHORED]. Altrimenti, ottengo 3 rinforzi.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_C,ALT_CORE_B_LY_21_C,LY,COMMON,Loki,Loki,CHARACTER,DIVINITÀ,7,5,5,5,5,"{H} Ogni giocatore scarta la sua mano, poi pesca tre carte.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R1,ALT_CORE_B_LY_21_C,LY,RARE,Loki,Loki,CHARACTER,DIVINITÀ,7,5,5,5,5,"{H} Ogni giocatore scarta la sua mano #e la sua Riserva#, poi pesca tre carte.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R2,ALT_CORE_B_LY_21_C,MU,RARE,Loki,Loki,CHARACTER,DIVINITÀ,7,5,5,5,5,"{H} Ogni giocatore scarta la sua mano, poi pesca tre carte.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_C,ALT_CORE_B_LY_22_C,LY,COMMON,A Cappella Training,Addestramento a Cappella,SPELL,CANZONE,1,1,,,,"Il personaggio bersaglio ottiene [FLEETING_CHAR]. (Se sta per finire nella Riserva, scartalo invece.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R1,ALT_CORE_B_LY_22_C,LY,RARE,A Cappella Training,Addestramento a Cappella,SPELL,CANZONE,#2#,#2#,,,,"#[FLEETING].#  Il personaggio bersaglio ottiene [FLEETING_CHAR]. (Se sta per finire nella Riserva, scartalo invece.)  #Pesca una carta.#",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R2,ALT_CORE_B_LY_22_C,MU,RARE,A Cappella Training,Addestramento a Cappella,SPELL,CANZONE,1,1,,,,"Il personaggio bersaglio ottiene [FLEETING_CHAR]. (Se sta per finire nella Riserva, scartalo invece.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_23_C,ALT_CORE_B_LY_23_C,LY,COMMON,Twinkle Twinkle,Stella Stellina,SPELL,CANZONE,2,2,,,,"Il personaggio bersaglio ottiene [ASLEEP]. (Durante il crepuscolo, ignora le sue statistiche. Durante il riposo, non va nella Riserva e perde Dormiente.)",{D} : La prossima carta che giochi in questo turno costa {1} in meno. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R1,ALT_CORE_B_LY_23_C,LY,RARE,Twinkle Twinkle,Stella Stellina,SPELL,CANZONE,#4#,#4#,,,,"#$[FLEETING].#  #Tutti i personaggi nella spedizione bersaglio# ottengono [ASLEEP]. (Si applica solo ai personaggi di un giocatore. Durante il crepuscolo, ignora le sue statistiche. Durante il riposo, non va nella Riserva e perde Dormiente.)",{D} : La prossima carta che giochi in questo turno costa {1} in meno. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R2,ALT_CORE_B_LY_23_C,BR,RARE,Twinkle Twinkle,Stella Stellina,SPELL,CANZONE,2,2,,,,"Il personaggio bersaglio ottiene [ASLEEP]. (Durante il crepuscolo, ignora le sue statistiche. Durante il riposo, non va nella Riserva e perde Dormiente.)",{D} : La prossima carta che giochi in questo turno costa {1} in meno. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_24_C,ALT_CORE_B_LY_24_C,LY,COMMON,Cloth Cocoon,Bozzolo di Tessuto,SPELL,IMPEDIMENTO,3,3,,,,"$[FLEETING].  Scegli uno:  • Scarta un personaggio bersaglio con [FLEETING_CHAR], [ANCHORED] o [ASLEEP].  • Scarta un permanente bersaglio.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R1,ALT_CORE_B_LY_24_C,LY,RARE,Cloth Cocoon,Bozzolo di Tessuto,SPELL,IMPEDIMENTO,#2#,#2#,,,,"$[FLEETING].  Scarta un personaggio bersaglio con [FLEETING_CHAR], [ANCHORED] o [ASLEEP].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R2,ALT_CORE_B_LY_24_C,MU,RARE,Cloth Cocoon,Bozzolo di Tessuto,SPELL,IMPEDIMENTO,3,3,,,,"$[FLEETING].  Scegli uno:  • Scarta un personaggio bersaglio con [FLEETING_CHAR], [ANCHORED] o [ASLEEP].  • Scarta un permanente bersaglio.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_C,ALT_CORE_B_LY_25_C,LY,COMMON,All In!,Rischia Tutto!,SPELL,VANTAGGIO,3,3,,,,"Lancia un dado. Il personaggio bersaglio ottiene X rinforzi$[BB], dove X è il risultato.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R1,ALT_CORE_B_LY_25_C,LY,RARE,All In!,Rischia Tutto!,SPELL,VANTAGGIO,3,3,,,,"Lancia un dado. #Puoi scartare una carta dalla tua Riserva per aumentare il risultato di 2.# Un personaggio bersaglio ottiene X rinforzi$[BB], dove X è pari al risultato finale.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R2,ALT_CORE_B_LY_25_C,BR,RARE,All In!,Rischia Tutto!,SPELL,VANTAGGIO,3,3,,,,"Lancia un dado. Il personaggio bersaglio ottiene X rinforzi$[BB], dove X è il risultato.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_C,ALT_CORE_B_LY_26_C,LY,COMMON,Paint Prison,Prigione di Vernice,SPELL,IMPEDIMENTO,5,5,,,,$[FLEETING].  Puoi scartare una carta dalla tua Riserva per ridurre il mio costo di {2}.  Fai tornare il personaggio o il permanente bersaglio in cima al mazzo del suo proprietario.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R1,ALT_CORE_B_LY_26_C,LY,RARE,Paint Prison,Prigione di Vernice,SPELL,IMPEDIMENTO,#4#,#4#,,,,$[FLEETING].  Puoi scartare una carta dalla tua Riserva per ridurre il mio costo di #{1}#.  Fai tornare il personaggio o il permanente bersaglio in cima al mazzo del suo proprietario.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R2,ALT_CORE_B_LY_26_C,MU,RARE,Paint Prison,Prigione di Vernice,SPELL,IMPEDIMENTO,5,5,,,,$[FLEETING].  Puoi scartare una carta dalla tua Riserva per ridurre il mio costo di {2}.  Fai tornare il personaggio o il permanente bersaglio in cima al mazzo del suo proprietario.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_C,ALT_CORE_B_LY_27_C,LY,COMMON,Mind Apotheosis,Apoteosi Mentale,SPELL,EVOCAZIONE,9,9,,,,$[FLEETING].  Rivela le prime quattro carte del tuo mazzo. Scegli fino a due personaggi tra queste carte e mettili nell'area delle spedizioni. Ottengono [FLEETING]. Scarta le altre carte. (Non attivi alcun innesco {h}.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R1,ALT_CORE_B_LY_27_C,LY,RARE,Mind Apotheosis,Apoteosi Mentale,SPELL,EVOCAZIONE,#8#,#8#,,,,[FLEETING].  Rivela le prime quattro carte del tuo mazzo. Scegli fino a due personaggi tra queste carte e mettili nell'area delle spedizioni. Ottengono [FLEETING]. Scarta le altre carte. (Non attivi alcun innesco {h}.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R2,ALT_CORE_B_LY_27_C,BR,RARE,Mind Apotheosis,Apoteosi Mentale,SPELL,EVOCAZIONE,9,9,,,,[FLEETING].  Rivela le prime quattro carte del tuo mazzo. Scegli fino a due personaggi tra queste carte e mettili nell'area delle spedizioni. Ottengono [FLEETING]. Scarta le altre carte. (Non attivi alcun innesco {h}.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_C,ALT_CORE_B_LY_28_C,LY,COMMON,Ride the Bifröst,Attraversare il Bifröst,SPELL,STRATAGEMMA,2,2,,,,$[FLEETING].  Tutti i personaggi che controlli cambiano spedizione. (Lasciano la loro spedizione e si uniscono all'altra spedizione del loro controllore.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R1,ALT_CORE_B_LY_28_C,LY,RARE,Ride the Bifröst,Attraversare il Bifröst,SPELL,STRATAGEMMA,2,2,,,,$[FLEETING].  Tutti i personaggi #controllati dal giocatore bersaglio# cambiano spedizione. (Lasciano la loro spedizione e si uniscono all'altra spedizione del loro controllore.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R2,ALT_CORE_B_LY_28_C,YZ,RARE,Ride the Bifröst,Attraversare il Bifröst,SPELL,STRATAGEMMA,2,2,,,,$[FLEETING].  Tutti i personaggi che controlli cambiano spedizione. (Lasciano la loro spedizione e si uniscono all'altra spedizione del loro controllore.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_C,ALT_CORE_B_LY_29_C,LY,COMMON,Lyra Festival,Festival Lyra,PERMANENT,FULCRO,4,4,,,,"{J} Pesca una carta.  Al crepuscolo, se controlli un personaggio con [FLEETING], un altro personaggio con [ANCHORED] e un terzo personaggio con [ASLEEP] — Vinci la partita.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R1,ALT_CORE_B_LY_29_C,LY,RARE,Lyra Festival,Festival Lyra,PERMANENT,FULCRO,4,4,,,,"#{J} Il personaggio bersaglio ottiene [FLEETING], [ANCHORED] o [ASLEEP].#  Al crepuscolo, se controlli un personaggio con [FLEETING], un altro personaggio con [ANCHORED] e un terzo personaggio con [ASLEEP] — Vinci la partita.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R2,ALT_CORE_B_LY_29_C,MU,RARE,Lyra Festival,Festival Lyra,PERMANENT,FULCRO,4,4,,,,"{J} Pesca una carta.  Al crepuscolo, se controlli un personaggio con [FLEETING], un altro personaggio con [ANCHORED] e un terzo personaggio con [ASLEEP] — Vinci la partita.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_C,ALT_CORE_B_LY_30_C,LY,COMMON,"The Ouroboros, Lyra Bastion","L'Uroboro, Bastione Lyra",PERMANENT,FULCRO,4,4,,,,"Se stai per lanciare uno o più dadi, lancia invece quei dadi più uno e ignora un lancio a tua scelta.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R1,ALT_CORE_B_LY_30_C,LY,RARE,"The Ouroboros, Lyra Bastion","L'Uroboro, Bastione Lyra",PERMANENT,FULCRO,#3#,#3#,,,,"Se stai per lanciare uno o più dadi, lancia invece quei dadi più uno e ignora un lancio a tua scelta.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R2,ALT_CORE_B_LY_30_C,AX,RARE,"The Ouroboros, Lyra Bastion","L'Uroboro, Bastione Lyra",PERMANENT,FULCRO,#3#,#3#,,,,"#{J} [RESUPPLY].#  Se stai per usare #$[RESUPPLY], rivela invece le prime due carte del tuo mazzo. Mettine una nella Riserva e scarta l'altra.#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_01_C,ALT_CORE_B_MU_01_C,MU,COMMON,Teija & Nauraa,Teija e Nauraa,HERO,,,,,,,Il primo personaggio che giochi ogni pomeriggio ottiene 1 rinforzo$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_02_C,ALT_CORE_B_MU_02_C,MU,COMMON,Arjun & Spike,Arjun e Spina,HERO,,,,,,,"{T}, Scarta una carta dalla tua Riserva: il prossimo personaggio che giochi in questo turno con costo dalla mano pari o inferiore a {3} ottiene [ANCHORED]. (Durante il riposo, non va nella Riserva e perde Ancorato.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_03_C,ALT_CORE_B_MU_03_C,MU,COMMON,Rin & Orchid,Rin e Orchidea,HERO,,,,,,,"Quando una delle tue spedizioni avanza per via di {V} — Pesca una carta, poi metti una carta dalla tua mano nella Riserva.",,,,,,,,,,,,,,,
ALT_CORE_B_MU_04_C,ALT_CORE_B_MU_04_C,MU,COMMON,Muna Caregiver,Levatrice Muna,CHARACTER,DRUIDO,1,1,0,1,0,,{D} : Il personaggio bersaglio con costo dalla mano pari o inferiore a {3} ottiene [ANCHORED]. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_MU_04_R1,ALT_CORE_B_MU_04_C,MU,RARE,Muna Caregiver,Levatrice Muna,CHARACTER,DRUIDO,1,1,#1#,#2#,0,,{D} : Il personaggio bersaglio con costo dalla mano pari o inferiore a {3} ottiene [ANCHORED]. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_MU_04_R2,ALT_CORE_B_MU_04_C,YZ,RARE,Muna Caregiver,Levatrice Muna,CHARACTER,DRUIDO,1,1,0,1,0,,{D} : Il personaggio bersaglio con costo dalla mano pari o inferiore a {3} ottiene [ANCHORED]. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_MU_05_C,ALT_CORE_B_MU_05_C,MU,COMMON,Kitsune,Kitsune,CHARACTER,SPIRITO,2,2,0,3,2,{H} Ogni giocatore pesca una carta.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_05_R1,ALT_CORE_B_MU_05_C,MU,RARE,Kitsune,Kitsune,CHARACTER,SPIRITO,2,2,0,3,#3#,{H} Ogni giocatore #può usare [RESUPPLY].# (Metti la prima carta del suo mazzo nella Riserva.),,,,,,,,,,,,,,,
ALT_CORE_B_MU_05_R2,ALT_CORE_B_MU_05_C,BR,RARE,Kitsune,Kitsune,CHARACTER,SPIRITO,2,2,0,3,2,{H} Ogni giocatore pesca una carta.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_C,ALT_CORE_B_MU_06_C,MU,COMMON,Spindle Harvesters,Mietitori del Fuso,CHARACTER,PIANTA_ANIMALE,1,1,1,0,0,{J} Ottengo $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_R1,ALT_CORE_B_MU_06_C,MU,RARE,Spindle Harvesters,Mietitori del Fuso,CHARACTER,PIANTA_ANIMALE,1,1,1,0,0,"{J} Ottengo $[ANCHORED].  #A mezzogiorno, se ho 2 o più rinforzi —  $[RESUPPLY].#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_R2,ALT_CORE_B_MU_06_C,YZ,RARE,Spindle Harvesters,Mietitori del Fuso,CHARACTER,PIANTA_ANIMALE,1,1,1,0,0,{J} Ottengo $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_07_C,ALT_CORE_B_MU_07_C,MU,COMMON,Mowgli,Mowgli,CHARACTER,DRUIDO,2,1,3,0,0,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_07_R1,ALT_CORE_B_MU_07_C,MU,RARE,Mowgli,Mowgli,CHARACTER,DRUIDO,2,1,3,0,0,,#{D} : Il personaggio bersaglio con costo dalla mano pari o inferiore a {3} ottiene [ANCHORED].# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_MU_07_R2,ALT_CORE_B_MU_07_C,AX,RARE,Mowgli,Mowgli,CHARACTER,DRUIDO,2,1,3,0,0,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_C,ALT_CORE_B_MU_08_C,MU,COMMON,Sneezer Shroom,Funghetto dello Starnuto,CHARACTER,PIANTA,2,2,1,1,1,{J} Ottengo $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_R1,ALT_CORE_B_MU_08_C,MU,RARE,Sneezer Shroom,Funghetto dello Starnuto,CHARACTER,PIANTA,2,2,1,1,1,{J} Ottengo $[ANCHORED].  #A mezzogiorno — Ottengo 1 rinforzo$[BB].#,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_R2,ALT_CORE_B_MU_08_C,YZ,RARE,Sneezer Shroom,Funghetto dello Starnuto,CHARACTER,PIANTA,2,2,1,1,1,{J} Ottengo $[ANCHORED].  #A mezzogiorno — Ottengo 1 rinforzo.#,,,,,,,,,,,,,,,
