ID,ID Base,Faction,Alteration,Name,Name FR,Type,Sub-Type,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effect,Echo,Rare dans les precos ?,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Reflexion Chacun pour soi
ALT_CORE_B_LY_08_R1,ALT_CORE_B_LY_08_C,LY,RARE,Lyra Skald,Skald Lyra,CHARACTER,ARTIST,2,2,3,0,2,#{H} Vous pouvez défausser une carte de votre Réserve pour $[RESUPPLY_INF].#,#{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins.# (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_08_R2,ALT_CORE_B_LY_08_C,YZ,RARE,Lyra Skald,Skald Lyra,CHARACTER,ARTIST,2,2,3,0,2,#{H} Vous pouvez défausser une carte de votre Réserve pour $[RESUPPLY_INF].#,#{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins.# (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_09_C,ALT_CORE_B_LY_09_C,LY,COMMON,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,{H} $[SABOTAGE].,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_09_R1,ALT_CORE_B_LY_09_C,LY,RARE,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,"{H} $[SABOTAGE].  #{R} Lancez un dé. Sur 4+, [SABOTAGE_LOW].#",,1,,,,,,,,,,,,,
ALT_CORE_B_LY_09_R2,ALT_CORE_B_LY_09_C,BR,RARE,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,{H} $[SABOTAGE].,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_10_C,ALT_CORE_B_LY_10_C,LY,COMMON,Ouroboros Inkcaster,Encrière de l'Ouroboros,CHARACTER,ARTIST,3,3,3,3,2,Lorsque je vais en Réserve depuis la zone d'Expédition — Vous pouvez renvoyer une autre carte de votre Réserve dans votre main.,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_10_R1,ALT_CORE_B_LY_10_C,LY,RARE,Ouroboros Inkcaster,Encrière de l'Ouroboros,CHARACTER,ARTIST,#2#,#2#,#2#,#2#,2,Lorsque je vais en Réserve depuis la zone d'Expédition — Vous pouvez renvoyer une autre carte de votre Réserve dans votre main.,#{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins.# (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_10_R2,ALT_CORE_B_LY_10_C,AX,RARE,Ouroboros Inkcaster,Encrière de l'Ouroboros,CHARACTER,ARTIST,#2#,#2#,#2#,#2#,2,Lorsque je vais en Réserve depuis la zone d'Expédition — Vous pouvez renvoyer une autre carte de votre Réserve dans votre main.,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_11_C,ALT_CORE_B_LY_11_C,LY,COMMON,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,2,0,2,2,{H} $[RESUPPLY].,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R1,ALT_CORE_B_LY_11_C,LY,RARE,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,#3#,0,2,2,#{J}# $[RESUPPLY].,,1,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R2,ALT_CORE_B_LY_11_C,MU,RARE,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,2,0,2,2,{H} $[RESUPPLY].,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_12_C,ALT_CORE_B_LY_12_C,LY,COMMON,Lyra Navigator,Navigatrice Lyra,CHARACTER,CITIZEN,2,3,0,0,4,,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R1,ALT_CORE_B_LY_12_C,LY,RARE,Lyra Navigator,Navigatrice Lyra,CHARACTER,CITIZEN,2,#2#,0,0,4,,#{D} : [RESUPPLY].# (Mettez la première carte de votre deck en Réserve. Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R2,ALT_CORE_B_LY_12_C,BR,RARE,Lyra Navigator,Navigatrice Lyra,CHARACTER,CITIZEN,2,3,0,0,4,,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_13_C,ALT_CORE_B_LY_13_C,LY,COMMON,Anansi,Anansi,CHARACTER,ARTIST_DEITY,3,2,2,2,2,{J} Je gagne 1 boost$[BB] pour chaque carte dans votre Réserve.,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R1,ALT_CORE_B_LY_13_C,LY,RARE,Anansi,Anansi,CHARACTER,ARTIST_DEITY,3,2,#0#,#0#,#0#,{J} Je gagne 1 boost pour chaque carte #dans la Réserve de chaque joueur#.,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R2,ALT_CORE_B_LY_13_C,AX,RARE,Anansi,Anansi,CHARACTER,ARTIST_DEITY,3,2,2,2,2,{J} Je gagne 1 boost pour chaque carte dans votre Réserve.,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_14_C,ALT_CORE_B_LY_14_C,LY,COMMON,Lyra Cloth-Dancer,Danseuse d'Étoffe Lyra,CHARACTER,ARTIST,3,2,0,3,2,"{H} Jusqu'à un Personnage ciblé gagne [FLEETING_CHAR]. (S'il devait être envoyé en Réserve, défaussez-le à la place.)",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R1,ALT_CORE_B_LY_14_C,LY,RARE,Lyra Cloth-Dancer,Danseuse d'Étoffe Lyra,CHARACTER,ARTIST,3,2,0,#2#,2,"{H}#Chaque Personnage contrôlé par le joueur ciblé# gagne [FLEETING_CHAR]. (S'il devait être envoyé en Réserve, défaussez-le à la place.)",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R2,ALT_CORE_B_LY_14_C,MU,RARE,Lyra Cloth-Dancer,Danseuse d'Étoffe Lyra,CHARACTER,ARTIST,3,2,0,3,2,"{H} Jusqu'à un Personnage ciblé gagne [FLEETING_CHAR]. (S'il devait être envoyé en Réserve, défaussez-le à la place.)",,1,,,,,,,,,,,,,
ALT_CORE_B_LY_15_C,ALT_CORE_B_LY_15_C,LY,COMMON,The Sandman,Le Marchand de Sable,CHARACTER,ARTIST,3,3,0,3,3,"{H} Jusqu'à un Personnage ciblé gagne [ASLEEP]. (Au Crépuscule, ignorez ses statistiques. Au Repos, il ne va pas en Réserve et il perd Endormi.)",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R1,ALT_CORE_B_LY_15_C,LY,RARE,The Sandman,Le Marchand de Sable,CHARACTER,ARTIST,3,#2#,0,3,3,"{H} Jusqu'à un Personnage ciblé gagne [ASLEEP]. #Vous pouvez lui faire gagner 2 boosts.# (Au Crépuscule, ignorez ses statistiques. Au Repos, il ne va pas en Réserve et il perd Endormi.)",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R2,ALT_CORE_B_LY_15_C,OR,RARE,The Sandman,Le Marchand de Sable,CHARACTER,ARTIST,3,#2#,0,3,3,"{H} Jusqu'à un Personnage ciblé gagne [ASLEEP]. #Vous pouvez lui faire gagner 2 boosts.# (Au Crépuscule, ignorez ses statistiques. Au Repos, il ne va pas en Réserve et il perd Endormi.)",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_16_C,ALT_CORE_B_LY_16_C,LY,COMMON,Lyra Chronicler,Chroniqueuse Lyra,CHARACTER,ARTIST,3,3,4,0,4,,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R1,ALT_CORE_B_LY_16_C,LY,RARE,Lyra Chronicler,Chroniqueuse Lyra,CHARACTER,ARTIST,3,3,4,0,4,,#{D} : [RESUPPLY].# (Mettez la première carte de votre deck en Réserve. Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R2,ALT_CORE_B_LY_16_C,AX,RARE,Lyra Chronicler,Chroniqueuse Lyra,CHARACTER,ARTIST,3,3,4,0,4,,#{D} : [RESUPPLY].# (Mettez la première carte de votre deck en Réserve. Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_17_C,ALT_CORE_B_LY_17_C,LY,COMMON,Ouroboros Croupier,Croupière de l'Ouroboros,CHARACTER,CITIZEN,4,4,0,4,4,"{H} Lancez un dé. Sur 4+, piochez une carte. Sur 1-3, $[RESUPPLY_LOW].",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R1,ALT_CORE_B_LY_17_C,LY,RARE,Ouroboros Croupier,Croupière de l'Ouroboros,CHARACTER,CITIZEN,4,4,0,#5#,#5#,"{H} Lancez un dé. Sur 4+, piochez une carte. Sur 1-3, $[RESUPPLY_LOW].",#{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins.# (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R2,ALT_CORE_B_LY_17_C,AX,RARE,Ouroboros Croupier,Croupière de l'Ouroboros,CHARACTER,CITIZEN,4,4,0,#5#,#5#,"{H} Lancez un dé. Sur 4+, piochez une carte. Sur 1-3, $[RESUPPLY_LOW].",#{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins.# (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_18_C,ALT_CORE_B_LY_18_C,LY,COMMON,The Hatter,Le Chapelier,CHARACTER,CITIZEN,4,5,5,5,0,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [ANCHORED]. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R1,ALT_CORE_B_LY_18_C,LY,RARE,The Hatter,Le Chapelier,CHARACTER,CITIZEN,4,#4#,5,#0#,#5#,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [ANCHORED]. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R2,ALT_CORE_B_LY_18_C,BR,RARE,The Hatter,Le Chapelier,CHARACTER,CITIZEN,4,5,5,5,0,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [ANCHORED]. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_19_C,ALT_CORE_B_LY_19_C,LY,COMMON,"Amahle, Asgarthan Outcast","Amahle, Paria Asgarthi",CHARACTER,SCHOLAR,5,5,5,5,5,{J} Vous pouvez défausser une carte de votre Réserve pour piocher une carte.,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R1,ALT_CORE_B_LY_19_C,LY,RARE,"Amahle, Asgarthan Outcast","Amahle, Paria Asgarthi",CHARACTER,SCHOLAR,5,5,5,5,5,{J} Vous pouvez défausser #autant de cartes que vous le voulez# de votre Réserve pour #piocher le même nombre de cartes#.,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R2,ALT_CORE_B_LY_19_C,AX,RARE,"Amahle, Asgarthan Outcast","Amahle, Paria Asgarthi",CHARACTER,SCHOLAR,5,5,5,5,5,{J} Vous pouvez défausser une carte de votre Réserve pour piocher une carte.,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_20_C,ALT_CORE_B_LY_20_C,LY,COMMON,Asmodeus,Asmodée,CHARACTER,DEITY,6,6,5,5,5,"{J} Lancez un dé. Sur 4+, je gagne $[ANCHORED]. Sur 1-3, je gagne 3 boosts$[BB].",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R1,ALT_CORE_B_LY_20_C,LY,RARE,Asmodeus,Asmodée,CHARACTER,DEITY,#5#,#5#,#4#,#4#,#4#,"{J} Lancez un dé. Sur 4+, je gagne $[ANCHORED]. Sur 1-3, je gagne 3 boosts.",,1,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R2,ALT_CORE_B_LY_20_C,BR,RARE,Asmodeus,Asmodée,CHARACTER,DEITY,6,6,5,5,5,"{J} Lancez un dé. Sur 4+, je gagne $[ANCHORED]. Sur 1-3, je gagne 3 boosts.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_21_C,ALT_CORE_B_LY_21_C,LY,COMMON,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,"{H} Chaque joueur défausse sa main, puis pioche trois cartes.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R1,ALT_CORE_B_LY_21_C,LY,RARE,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,"{H} Chaque joueur défausse sa main #et sa Réserve#, puis pioche trois cartes.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R2,ALT_CORE_B_LY_21_C,MU,RARE,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,"{H} Chaque joueur défausse sa main, puis pioche trois cartes.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_22_C,ALT_CORE_B_LY_22_C,LY,COMMON,A Cappella Training,Entraînement A Cappella,SPELL,SONG,1,1,,,,"Un Personnage ciblé gagne [FLEETING_CHAR]. (S'il devait être envoyé en Réserve, défaussez-le à la place.)",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R1,ALT_CORE_B_LY_22_C,LY,RARE,A Cappella Training,Entraînement A Cappella,SPELL,SONG,#2#,#2#,,,,"#[FLEETING].#  Un Personnage ciblé gagne [FLEETING_CHAR]. (S'il devait être envoyé en Réserve, défaussez-le à la place.)  #Piochez une carte.#",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R2,ALT_CORE_B_LY_22_C,MU,RARE,A Cappella Training,Entraînement A Cappella,SPELL,SONG,1,1,,,,"Un Personnage ciblé gagne [FLEETING_CHAR]. (S'il devait être envoyé en Réserve, défaussez-le à la place.)",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_23_C,ALT_CORE_B_LY_23_C,LY,COMMON,Twinkle Twinkle,"Meunier, Tu Dors",SPELL,SONG,2,2,,,,"Un Personnage ciblé gagne [ASLEEP]. (Au Crépuscule, ignorez ses statistiques. Au Repos, il ne va pas en Réserve et il perd Endormi.)",{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R1,ALT_CORE_B_LY_23_C,LY,RARE,Twinkle Twinkle,"Meunier, Tu Dors",SPELL,SONG,#4#,#4#,,,,"#$[FLEETING].#  #Chaque Personnage dans l'Expédition ciblée# gagne [ASLEEP]. (Cela affecte les personnages d'un seul joueur. Au Crépuscule, ignorez leurs statistiques. Au Repos, ils ne vont pas en Réserve et ils perdent Endormi.)",{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R2,ALT_CORE_B_LY_23_C,BR,RARE,Twinkle Twinkle,"Meunier, Tu Dors",SPELL,SONG,2,2,,,,"Un Personnage ciblé gagne [ASLEEP]. (Au Crépuscule, ignorez ses statistiques. Au Repos, il ne va pas en Réserve et il perd Endormi.)",{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_24_C,ALT_CORE_B_LY_24_C,LY,COMMON,Cloth Cocoon,Cocon d'Étoffe,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Choisissez l'un :  • Défaussez un Personnage [FLEETING_CHAR], [ANCHORED] ou [ASLEEP] ciblé.  • Défaussez un Permanent ciblé.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R1,ALT_CORE_B_LY_24_C,LY,RARE,Cloth Cocoon,Cocon d'Étoffe,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Défaussez un Personnage [FLEETING_CHAR], [ANCHORED] ou [ASLEEP] ciblé.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R2,ALT_CORE_B_LY_24_C,MU,RARE,Cloth Cocoon,Cocon d'Étoffe,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Choisissez l'un :  • Défaussez un Personnage [FLEETING_CHAR], [ANCHORED] ou [ASLEEP] ciblé.  • Défaussez un Permanent ciblé.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_25_C,ALT_CORE_B_LY_25_C,LY,COMMON,All In!,Tapis !,SPELL,BOON,3,3,,,,"Lancez un dé. Un Personnage ciblé gagne X boosts$[BB], X étant le résultat.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R1,ALT_CORE_B_LY_25_C,LY,RARE,All In!,Tapis !,SPELL,BOON,3,3,,,,"Lancez un dé. #Vous pouvez défausser une carte de votre Réserve pour augmenter le résultat de 2.# Un Personnage ciblé gagne X boosts, X étant le résultat final.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R2,ALT_CORE_B_LY_25_C,BR,RARE,All In!,Tapis !,SPELL,BOON,3,3,,,,"Lancez un dé. Un Personnage ciblé gagne X boosts, X étant le résultat.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_26_C,ALT_CORE_B_LY_26_C,LY,COMMON,Paint Prison,Prison de Peinture,SPELL,DISRUPTION,5,5,,,,$[FLEETING].  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de {2}.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R1,ALT_CORE_B_LY_26_C,LY,RARE,Paint Prison,Prison de Peinture,SPELL,DISRUPTION,#4#,#4#,,,,$[FLEETING].  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de #{1}#.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.,,1,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R2,ALT_CORE_B_LY_26_C,MU,RARE,Paint Prison,Prison de Peinture,SPELL,DISRUPTION,5,5,,,,$[FLEETING].  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de {2}.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_27_C,ALT_CORE_B_LY_27_C,LY,COMMON,Mind Apotheosis,Apothéose de l'Esprit,SPELL,CONJURATION,9,9,,,,$[FLEETING].  Révélez les quatre premières cartes de votre deck. Choisissez jusqu'à deux Personnages parmi ces cartes et mettez-les dans vos Expéditions. Ils gagnent [FLEETING]. Défaussez les autres cartes. (N'activez pas de déclencheurs {h}.),,0,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R1,ALT_CORE_B_LY_27_C,LY,RARE,Mind Apotheosis,Apothéose de l'Esprit,SPELL,CONJURATION,#8#,#8#,,,,[FLEETING].  Révélez les quatre premières cartes de votre deck. Choisissez jusqu'à deux Personnages parmi ces cartes et mettez-les dans vos Expéditions. Ils gagnent [FLEETING]. Défaussez les autres cartes. (N'activez pas de déclencheurs {h}.),,0,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R2,ALT_CORE_B_LY_27_C,BR,RARE,Mind Apotheosis,Apothéose de l'Esprit,SPELL,CONJURATION,9,9,,,,[FLEETING].  Révélez les quatre premières cartes de votre deck. Choisissez jusqu'à deux Personnages parmi ces cartes et mettez-les dans vos Expéditions. Ils gagnent [FLEETING]. Défaussez les autres cartes. (N'activez pas de déclencheurs {h}.),,0,,,,,,,,,,,,,
ALT_CORE_B_LY_28_C,ALT_CORE_B_LY_28_C,LY,COMMON,Ride the Bifröst,Franchir le Bifröst,SPELL,MANEUVER,2,2,,,,$[FLEETING].  Chaque Personnage que vous contrôlez change d'Expédition. (Il quitte son Expédition et rejoint l'autre Expédition de son contrôleur.),,0,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R1,ALT_CORE_B_LY_28_C,LY,RARE,Ride the Bifröst,Franchir le Bifröst,SPELL,MANEUVER,2,2,,,,$[FLEETING].  Chaque Personnage #contrôlé par le joueur ciblé# change d'Expédition. (Il quitte son Expédition et rejoint l'autre Expédition de son contrôleur.),,0,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R2,ALT_CORE_B_LY_28_C,YZ,RARE,Ride the Bifröst,Franchir le Bifröst,SPELL,MANEUVER,2,2,,,,$[FLEETING].  Chaque Personnage que vous contrôlez change d'Expédition. (Il quitte son Expédition et rejoint l'autre Expédition de son contrôleur.),,0,,,,,,,,,,,,,
ALT_CORE_B_LY_29_C,ALT_CORE_B_LY_29_C,LY,COMMON,Lyra Festival,Festival Lyra,PERMANENT,LANDMARK,4,4,,,,"{J} Piochez une carte.  Au Crépuscule, si vous contrôlez un Personnage [FLEETING], un autre Personnage [ANCHORED], et encore un Personnage [ASLEEP] — vous gagnez la partie.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R1,ALT_CORE_B_LY_29_C,LY,RARE,Lyra Festival,Festival Lyra,PERMANENT,LANDMARK,4,4,,,,"#{J} Un Personnage ciblé gagne [FLEETING], [ANCHORED] ou [ASLEEP].#  Au Crépuscule, si vous contrôlez un Personnage [FLEETING], un autre Personnage [ANCHORED], et encore un Personnage [ASLEEP] — vous gagnez la partie.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R2,ALT_CORE_B_LY_29_C,MU,RARE,Lyra Festival,Festival Lyra,PERMANENT,LANDMARK,4,4,,,,"{J} Piochez une carte.  Au Crépuscule, si vous contrôlez un Personnage [FLEETING], un autre Personnage [ANCHORED], et encore un Personnage [ASLEEP] — vous gagnez la partie.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_30_C,ALT_CORE_B_LY_30_C,LY,COMMON,"The Ouroboros, Lyra Bastion","L'Ouroboros, Bastion Lyra",PERMANENT,LANDMARK,4,4,,,,"Si vous deviez lancer un dé ou plus, lancez un dé supplémentaire et ignorez le résultat du dé de votre choix.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R1,ALT_CORE_B_LY_30_C,LY,RARE,"The Ouroboros, Lyra Bastion","L'Ouroboros, Bastion Lyra",PERMANENT,LANDMARK,#3#,#3#,,,,"Si vous deviez lancer un dé ou plus, lancez un dé supplémentaire et ignorez le résultat du dé de votre choix.",,1,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R2,ALT_CORE_B_LY_30_C,AX,RARE,"The Ouroboros, Lyra Bastion","L'Ouroboros, Bastion Lyra",PERMANENT,LANDMARK,#3#,#3#,,,,"#{J} [RESUPPLY].#  Si vous deviez #[RESUPPLY_INF], à la place, révélez les deux premières cartes de votre deck. Mettez-en une en Réserve, et défaussez l'autre.#",,1,,,,,,,,,,,,,
ALT_CORE_B_MU_01_C,ALT_CORE_B_MU_01_C,MU,COMMON,Teija & Nauraa,Teija & Nauraa,HERO,,,,,,,Le premier Personnage que vous jouez chaque Après-midi gagne 1 boost$[BB].,,0,,,,,,,,,,,,,
ALT_CORE_B_MU_02_C,ALT_CORE_B_MU_02_C,MU,COMMON,Arjun & Spike,Arjun & Spike,HERO,,,,,,,"{T}, Défaussez une carte de votre Réserve : le prochain Personnage de Coût de Main {3} ou moins que vous jouez ce tour gagne [ANCHORED]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)",,0,,,,,,,,,,,,,
ALT_CORE_B_MU_03_C,ALT_CORE_B_MU_03_C,MU,COMMON,Rin & Orchid,Rin & Orchid,HERO,,,,,,,"Lorsqu'une de vos Expéditions avance grâce à {V} — Piochez une carte, puis mettez une carte de votre main en Réserve.",,0,,,,,,,,,,,,,
ALT_CORE_B_MU_04_C,ALT_CORE_B_MU_04_C,MU,COMMON,Muna Caregiver,Soigneuse Muna,CHARACTER,DRUID,1,1,0,1,0,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [ANCHORED]. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_MU_04_R1,ALT_CORE_B_MU_04_C,MU,RARE,Muna Caregiver,Soigneuse Muna,CHARACTER,DRUID,1,1,#1#,#2#,0,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [ANCHORED]. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_MU_04_R2,ALT_CORE_B_MU_04_C,YZ,RARE,Muna Caregiver,Soigneuse Muna,CHARACTER,DRUID,1,1,0,1,0,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [ANCHORED]. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_MU_05_C,ALT_CORE_B_MU_05_C,MU,COMMON,Kitsune,Kitsune,CHARACTER,SPIRIT,2,2,0,3,2,{H} Chaque joueur pioche une carte.,,0,,,,,,,,,,,,,
ALT_CORE_B_MU_05_R1,ALT_CORE_B_MU_05_C,MU,RARE,Kitsune,Kitsune,CHARACTER,SPIRIT,2,2,0,3,#3#,{H} Chaque joueur #peut [RESUPPLY_INF].# (Mettre la première carte de son deck en Réserve.),,0,,,,,,,,,,,,,
ALT_CORE_B_MU_05_R2,ALT_CORE_B_MU_05_C,BR,RARE,Kitsune,Kitsune,CHARACTER,SPIRIT,2,2,0,3,2,{H} Chaque joueur pioche une carte.,,0,,,,,,,,,,,,,
ALT_CORE_B_MU_06_C,ALT_CORE_B_MU_06_C,MU,COMMON,Spindle Harvesters,Vendangeurs du Fuseau,CHARACTER,PLANT ANIMAL,1,1,1,0,0,{J} Je gagne $[ANCHORED].,,0,,,,,,,,,,,,,
ALT_CORE_B_MU_06_R1,ALT_CORE_B_MU_06_C,MU,RARE,Spindle Harvesters,Vendangeurs du Fuseau,CHARACTER,PLANT ANIMAL,1,1,1,0,0,"{J} Je gagne $[ANCHORED].  #À Midi, si j'ai au moins 2 boosts — $[RESUPPLY].#",,0,,,,,,,,,,,,,
ALT_CORE_B_MU_06_R2,ALT_CORE_B_MU_06_C,YZ,RARE,Spindle Harvesters,Vendangeurs du Fuseau,CHARACTER,PLANT ANIMAL,1,1,1,0,0,{J} Je gagne $[ANCHORED].,,0,,,,,,,,,,,,,
ALT_CORE_B_MU_07_C,ALT_CORE_B_MU_07_C,MU,COMMON,Mowgli,Mowgli,CHARACTER,DRUID,2,1,3,0,0,,,0,,,,,,,,,,,,,
ALT_CORE_B_MU_07_R1,ALT_CORE_B_MU_07_C,MU,RARE,Mowgli,Mowgli,CHARACTER,DRUID,2,1,3,0,0,,#{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [ANCHORED].# (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_MU_07_R2,ALT_CORE_B_MU_07_C,AX,RARE,Mowgli,Mowgli,CHARACTER,DRUID,2,1,3,0,0,,,0,,,,,,,,,,,,,
ALT_CORE_B_MU_08_C,ALT_CORE_B_MU_08_C,MU,COMMON,Sneezer Shroom,Champignon Éternueur,CHARACTER,PLANT,2,2,1,1,1,{J} Je gagne $[ANCHORED].,,0,,,,,,,,,,,,,
ALT_CORE_B_MU_08_R1,ALT_CORE_B_MU_08_C,MU,RARE,Sneezer Shroom,Champignon Éternueur,CHARACTER,PLANT,2,2,1,1,1,{J} Je gagne $[ANCHORED].  #À Midi — Je gagne 1 boost$[BB].#,,1,,,,,,,,,,,,,
ALT_CORE_B_MU_08_R2,ALT_CORE_B_MU_08_C,YZ,RARE,Sneezer Shroom,Champignon Éternueur,CHARACTER,PLANT,2,2,1,1,1,{J} Je gagne $[ANCHORED].  #À Midi — Je gagne 1 boost.#,,0,,,,,,,,,,,,,
ALT_CORE_B_MU_09_C,ALT_CORE_B_MU_09_C,MU,COMMON,Kodama,Kodama,CHARACTER,PLANT SPIRIT,2,2,3,3,3,{H} Je gagne $[ASLEEP].,,0,,,,,,,,,,,,,
