ID,ID Base,Faction,Alteration,Name EN,Name DE,Type,Subtyp,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effekt,Echo,Intentions Implémentation CE,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Rare dans les precos ?
ALT_CORE_B_LY_12_R1,ALT_CORE_B_LY_12_C,LY,RARE,Lyra Navigator,Lyra-Navigatorin,,,,,,,,,"#{D} : [RESUPPLY].# (Lege die oberste Karte deines Decks in die Reserve. Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R2,ALT_CORE_B_LY_12_C,BR,RARE,Lyra Navigator,Lyra-Navigatorin,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_C,ALT_CORE_B_LY_13_C,LY,COMMON,Anansi,Anansi,,,,,,,,{J} Ich erhalte 1 Verstärkung$[BB] für jede Karte in deiner Reserve.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R1,ALT_CORE_B_LY_13_C,LY,RARE,Anansi,Anansi,,,,,,,,{J} Ich erhalte 1 Verstärkung für jede Karte #in der Reserve jedes Spielers#.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R2,ALT_CORE_B_LY_13_C,AX,RARE,Anansi,Anansi,,,,,,,,{J} Ich erhalte 1 Verstärkung für jede Karte in deiner Reserve.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_C,ALT_CORE_B_LY_14_C,LY,COMMON,Lyra Cloth Dancer,Lyra-Schleiertänzerin,,,,,,,,"{H} Bis zu ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Falls er in die Reserve geschickt werden soll, lege ihn stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R1,ALT_CORE_B_LY_14_C,LY,RARE,Lyra Cloth Dancer,Lyra-Schleiertänzerin,,,,,,,,"{H} #Jeder Charakter, der von einem Spieler deiner Wahl kontrolliert wird#, erhält [FLEETING_CHAR]. (Falls er in die Reserve geschickt werden soll, lege ihn stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R2,ALT_CORE_B_LY_14_C,MU,RARE,Lyra Cloth Dancer,Lyra-Schleiertänzerin,,,,,,,,"{H} Bis zu ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Falls er in die Reserve geschickt werden soll, lege ihn stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_C,ALT_CORE_B_LY_15_C,LY,COMMON,The Sandman,Der Sandmann,,,,,,,,{H} Bis zu ein Charakter deiner Wahl erhält [ASLEEP]. (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in die Reserve und verliert Schlafend.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R1,ALT_CORE_B_LY_15_C,LY,RARE,The Sandman,Der Sandmann,,,,,,,,{H} Bis zu ein Charakter deiner Wahl erhält [ASLEEP]. #Du darfst ihn 2 Verstärkungen erhalten lassen.# (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in die Reserve und verliert Schlafend.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R2,ALT_CORE_B_LY_15_C,OR,RARE,The Sandman,Der Sandmann,,,,,,,,{H} Bis zu ein Charakter deiner Wahl erhält [ASLEEP]. #Du darfst ihn 2 Verstärkungen erhalten lassen.# (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in die Reserve und verliert Schlafend.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_C,ALT_CORE_B_LY_16_C,LY,COMMON,Lyra Chronicler,Lyra-Chronistin,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R1,ALT_CORE_B_LY_16_C,LY,RARE,Lyra Chronicler,Lyra-Chronistin,,,,,,,,,"#{D} : [RESUPPLY].# (Lege die oberste Karte deines Decks in die Reserve. Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R2,ALT_CORE_B_LY_16_C,AX,RARE,Lyra Chronicler,Lyra-Chronistin,,,,,,,,,"#{D} : [RESUPPLY].# (Lege die oberste Karte deines Decks in die Reserve. Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_17_C,ALT_CORE_B_LY_17_C,LY,COMMON,Ouroboros Croupier,Ouroboros-Croupier,,,,,,,,{H} Würfle einmal. Bei 4+ ziehe eine Karte. Bei 1–3 $[RESUPPLY_LOW].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R1,ALT_CORE_B_LY_17_C,LY,RARE,Ouroboros Croupier,Ouroboros-Croupier,,,,,,,,{H} Würfle einmal. Bei 4+ ziehe eine Karte. Bei 1–3 $[RESUPPLY_LOW].,"#{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R2,ALT_CORE_B_LY_17_C,AX,RARE,Ouroboros Croupier,Ouroboros-Croupier,,,,,,,,{H} Würfle einmal. Bei 4+ ziehe eine Karte. Bei 1–3 $[RESUPPLY_LOW].,"#{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_18_C,ALT_CORE_B_LY_18_C,LY,COMMON,The Hatter,Der Hutmacher,,,,,,,,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R1,ALT_CORE_B_LY_18_C,LY,RARE,The Hatter,Der Hutmacher,,,,,,,,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R2,ALT_CORE_B_LY_18_C,BR,RARE,The Hatter,Der Hutmacher,,,,,,,,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_19_C,ALT_CORE_B_LY_19_C,LY,COMMON,"Amahle, Asgarthan Outcast","Amahle, Ausgestoßener von Asgartha",,,,,,,,"{J} Du darfst eine Karte aus deiner Reserve ablegen, um eine Karte zu ziehen.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R1,ALT_CORE_B_LY_19_C,LY,RARE,"Amahle, Asgarthan Outcast","Amahle, Ausgestoßener von Asgartha",,,,,,,,{J} Du darfst #eine beliebige Anzahl von Karten# aus deiner Reserve ablegen und danach #die gleiche Anzahl an Karten ziehen#.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R2,ALT_CORE_B_LY_19_C,AX,RARE,"Amahle, Asgarthan Outcast","Amahle, Ausgestoßener von Asgartha",,,,,,,,"{J} Du darfst eine Karte aus deiner Reserve ablegen, um eine Karte zu ziehen.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_C,ALT_CORE_B_LY_20_C,LY,COMMON,Asmodeus,Asmodeus,,,,,,,,{J} Würfle einmal. Bei 4+ erhalte ich $[ANCHORED]. Bei 1–3 erhalte ich 3 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R1,ALT_CORE_B_LY_20_C,LY,RARE,Asmodeus,Asmodeus,,,,,,,,{J} Würfle einmal. Bei 4+ erhalte ich $[ANCHORED]. Bei 1–3 erhalte ich 3 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R2,ALT_CORE_B_LY_20_C,BR,RARE,Asmodeus,Asmodeus,,,,,,,,{J} Würfle einmal. Bei 4+ erhalte ich $[ANCHORED]. Bei 1–3 erhalte ich 3 Verstärkungen.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_C,ALT_CORE_B_LY_21_C,LY,COMMON,Loki,Loki,,,,,,,,{H} Jeder Spieler legt seine Hand ab und zieht dann drei Karten.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R1,ALT_CORE_B_LY_21_C,LY,RARE,Loki,Loki,,,,,,,,{H} Jeder Spieler legt seine Hand #und seine Reserve# ab und zieht dann drei Karten.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R2,ALT_CORE_B_LY_21_C,MU,RARE,Loki,Loki,,,,,,,,{H} Jeder Spieler legt seine Hand ab und zieht dann drei Karten.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_C,ALT_CORE_B_LY_22_C,LY,COMMON,A Cappella Training,Gesangstraining,,,,,,,,"Ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Falls er in die Reserve geschickt werden soll, lege ihn stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R1,ALT_CORE_B_LY_22_C,LY,RARE,A Cappella Training,Gesangstraining,,,,,,,,"#[FLEETING].#  Ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Falls er in die Reserve geschickt werden soll, lege ihn stattdessen ab.)  #Ziehe eine Karte.#",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R2,ALT_CORE_B_LY_22_C,MU,RARE,A Cappella Training,Gesangstraining,,,,,,,,"Ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Falls er in die Reserve geschickt werden soll, lege ihn stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_23_C,ALT_CORE_B_LY_23_C,LY,COMMON,Twinkle Twinkle,"Schlaf, Kindlein, schlaf",,,,,,,,Ein Charakter deiner Wahl erhält [ASLEEP]. (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in die Reserve und verliert Schlafend.),"{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R1,ALT_CORE_B_LY_23_C,LY,RARE,Twinkle Twinkle,"Schlaf, Kindlein, schlaf",,,,,,,,#$[FLEETING].#  #Alle Charaktere in einer Expedition deiner Wahl# erhalten [ASLEEP]. (Dies betrifft nur die Charaktere eines Spielers. Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in die Reserve und verliert Schlafend.),"{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R2,ALT_CORE_B_LY_23_C,BR,RARE,Twinkle Twinkle,"Schlaf, Kindlein, schlaf",,,,,,,,Ein Charakter deiner Wahl erhält [ASLEEP]. (Am Abend ignoriere seine Statistiken. Während der Ruhepause geht er nicht in die Reserve und verliert Schlafend.),"{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_24_C,ALT_CORE_B_LY_24_C,LY,COMMON,Cloth Cocoon,Stoff-Kokon,,,,,,,,"$[FLEETING].  Wähle eine Aktion:  • Lege einen Charakter deiner Wahl mit [FLEETING_CHAR], [ANCHORED] oder [ASLEEP] ab.  • Lege eine bleibende Karte deiner Wahl ab.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R1,ALT_CORE_B_LY_24_C,LY,RARE,Cloth Cocoon,Stoff-Kokon,,,,,,,,"$[FLEETING].  Lege einen Charakter deiner Wahl mit [FLEETING_CHAR], [ANCHORED] oder [ASLEEP] ab.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R2,ALT_CORE_B_LY_24_C,MU,RARE,Cloth Cocoon,Stoff-Kokon,,,,,,,,"$[FLEETING].  Wähle eine Aktion:  • Lege einen Charakter deiner Wahl mit [FLEETING_CHAR], [ANCHORED] oder [ASLEEP] ab.  • Lege eine bleibende Karte deiner Wahl ab.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_C,ALT_CORE_B_LY_25_C,LY,COMMON,All In!,Aufs Ganze!,,,,,,,,"Würfle einmal. Ein Charakter deiner Wahl erhält X Verstärkungen, wobei X das Endergebnis ist.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R1,ALT_CORE_B_LY_25_C,LY,RARE,All In!,Aufs Ganze!,,,,,,,,"Würfle einmal. #Du darfst eine Karte aus deiner Reserve ablegen, um das Ergebnis um 2 zu erhöhen.# Ein Charakter deiner Wahl erhält X Verstärkungen, wobei X das Endergebnis ist.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R2,ALT_CORE_B_LY_25_C,BR,RARE,All In!,Aufs Ganze!,,,,,,,,"Würfle einmal. Ein Charakter deiner Wahl erhält X Verstärkungen, wobei X das Endergebnis ist.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_C,ALT_CORE_B_LY_26_C,LY,COMMON,Paint Prison,Farben-Falle,,,,,,,,"$[FLEETING].  Du darfst eine Karte aus deiner Reserve ablegen, um meine Kosten um {2} zu reduzieren.  Lege einen Charakter oder eine bleibende Karte deiner Wahl oben auf das Deck ihres Besitzers zurück.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R1,ALT_CORE_B_LY_26_C,LY,RARE,Paint Prison,Farben-Falle,,,,,,,,"$[FLEETING].  Du darfst eine Karte aus deiner Reserve ablegen, um meine Kosten um #{1}# zu reduzieren.  Lege einen Charakter oder eine bleibende Karte deiner Wahl oben auf das Deck ihres Besitzers zurück.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R2,ALT_CORE_B_LY_26_C,MU,RARE,Paint Prison,Farben-Falle,,,,,,,,"$[FLEETING].  Du darfst eine Karte aus deiner Reserve ablegen, um meine Kosten um {2} zu reduzieren.  Lege einen Charakter oder eine bleibende Karte deiner Wahl oben auf das Deck ihres Besitzers zurück.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_C,ALT_CORE_B_LY_27_C,LY,COMMON,Mind Apotheosis,Geistige Durchdringung,,,,,,,,$[FLEETING].  Decke die obersten vier Karten deines Decks auf. Wähle bis zu zwei Charaktere aus diesen Karten und lege sie in deine Expeditionen. Sie erhalten [FLEETING]. Lege die anderen Karten ab. (Aktiviere keine {h} Auslöser.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R1,ALT_CORE_B_LY_27_C,LY,RARE,Mind Apotheosis,Geistige Durchdringung,,,,,,,,[FLEETING].  Decke die obersten vier Karten deines Decks auf. Wähle bis zu zwei Charaktere aus diesen Karten und lege sie in deine Expeditionen. Sie erhalten [FLEETING]. Lege die anderen Karten ab. (Aktiviere keine {h} Auslöser.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R2,ALT_CORE_B_LY_27_C,BR,RARE,Mind Apotheosis,Geistige Durchdringung,,,,,,,,[FLEETING].  Decke die obersten vier Karten deines Decks auf. Wähle bis zu zwei Charaktere aus diesen Karten und lege sie in deine Expeditionen. Sie erhalten [FLEETING]. Lege die anderen Karten ab. (Aktiviere keine {h} Auslöser.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_C,ALT_CORE_B_LY_28_C,LY,COMMON,Ride the Bifröst,Über den Bifröst,,,,,,,,"$[FLEETING].  Alle Charaktere, die du kontrollierst, wechseln die Expeditionen. (Sie verlassen ihre Expeditionen und schließen sich der anderen Expedition des kontrollierenden Spielers an.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R1,ALT_CORE_B_LY_28_C,LY,RARE,Ride the Bifröst,Über den Bifröst,,,,,,,,"$[FLEETING].  Alle Charaktere, #die von einem Spieler deiner Wahl kontrolliert werden#, wechseln die Expeditionen. (Sie verlassen ihre Expeditionen und schließen sich der anderen Expedition des kontrollierenden Spielers an.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R2,ALT_CORE_B_LY_28_C,YZ,RARE,Ride the Bifröst,Über den Bifröst,,,,,,,,"$[FLEETING].  Alle Charaktere, die du kontrollierst, wechseln die Expeditionen. (Sie verlassen ihre Expeditionen und schließen sich der anderen Expedition des kontrollierenden Spielers an.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_C,ALT_CORE_B_LY_29_C,LY,COMMON,Lyra Festival,Lyra-Fest,,,,,,,,"{J} Ziehe eine Karte.  Falls du zum Abend einen Charakter mit [FLEETING], einen weiteren Charakter mit [ANCHORED] und einen dritten Charakter mit [ASLEEP] kontrollierst — Du gewinnst das Spiel.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R1,ALT_CORE_B_LY_29_C,LY,RARE,Lyra Festival,Lyra-Fest,,,,,,,,"#{J} Ein Charakter deiner Wahl erhält [FLEETING], [ANCHORED] oder [ASLEEP].#  Falls du zum Abend einen Charakter mit [FLEETING], einen anderen Charakter mit [ANCHORED] und einen dritten Charakter mit [ASLEEP] kontrollierst — Du gewinnst das Spiel.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R2,ALT_CORE_B_LY_29_C,MU,RARE,Lyra Festival,Lyra-Fest,,,,,,,,"{J} Ziehe eine Karte.  Falls du zum Abend einen Charakter mit [FLEETING], einen weiteren Charakter mit [ANCHORED] und einen dritten Charakter mit [ASLEEP] kontrollierst — Du gewinnst das Spiel.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_C,ALT_CORE_B_LY_30_C,LY,COMMON,"The Ouroboros, Lyra Bastion","Der Ouroboros, Lyra-Bastion",,,,,,,,"Falls du einen oder mehrere Würfel werfen würdest, wirf zusätzlich einen mehr und ignoriere den Wurf deiner Wahl.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R1,ALT_CORE_B_LY_30_C,LY,RARE,"The Ouroboros, Lyra Bastion","Der Ouroboros, Lyra-Bastion",,,,,,,,"Falls du einen oder mehrere Würfel werfen würdest, wirf zusätzlich einen mehr und ignoriere den Wurf deiner Wahl.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R2,ALT_CORE_B_LY_30_C,AX,RARE,"The Ouroboros, Lyra Bastion","Der Ouroboros, Lyra-Bastion",,,,,,,,"#{J} [RESUPPLY].#  Falls du #[RESUPPLY_INF] spielen würdest, decke stattdessen die obersten zwei Karten deines Decks auf. Lege eine in die Reserve und die andere ab.#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_01_C,ALT_CORE_B_MU_01_C,MU,COMMON,Teija & Nauraa,Teija & Nauraa,,,,,,,,"Der erste Charakter, den du jeden Nachmittag spielst, erhält 1 Verstärkung$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_MU_02_C,ALT_CORE_B_MU_02_C,MU,COMMON,Arjun & Spike,Arjun & Spike,,,,,,,,"{T} : Lege eine Karte aus deiner Reserve ab. Der nächste Charakter, den du in dieser Runde mit Handkosten {3} oder weniger spielst, erhält [ANCHORED]. (Während der Ruhepause geht er nicht in die Reserve und verliert Verankert.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_03_C,ALT_CORE_B_MU_03_C,MU,COMMON,Rin & Orchid,Rin & Orchidee,,,,,,,,Wenn sich eine deiner Expeditionen aufgrund von {V} vorwärts bewegt — Ziehe eine Karte und lege dann eine Karte aus deiner Hand in die Reserve.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_04_C,ALT_CORE_B_MU_04_C,MU,COMMON,Muna Caregiver,Muna-Betreuerin,,,,,,,,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_MU_04_R1,ALT_CORE_B_MU_04_C,MU,RARE,Muna Caregiver,Muna-Betreuerin,,,,,,,,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_MU_04_R2,ALT_CORE_B_MU_04_C,YZ,RARE,Muna Caregiver,Muna-Betreuerin,,,,,,,,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_MU_05_C,ALT_CORE_B_MU_05_C,MU,COMMON,Kitsune,Kitsune,,,,,,,,{H} Jeder Spieler zieht eine Karte.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_05_R1,ALT_CORE_B_MU_05_C,MU,RARE,Kitsune,Kitsune,,,,,,,,{H} Alle Spieler #dürfen [RESUPPLY_INF] nutzen.# (Jeder legt die oberste Karte seines Decks in die Reserve.),,,,,,,,,,,,,,,
ALT_CORE_B_MU_05_R2,ALT_CORE_B_MU_05_C,BR,RARE,Kitsune,Kitsune,,,,,,,,{H} Jeder Spieler zieht eine Karte.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_C,ALT_CORE_B_MU_06_C,MU,COMMON,Spindle Harvesters,Spindelsammler,,,,,,,,{J} Ich erhalte $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_R1,ALT_CORE_B_MU_06_C,MU,RARE,Spindle Harvesters,Spindelsammler,,,,,,,,"{J} Ich erhalte $[ANCHORED].  #Zum Mittag, falls ich mindestens 2 Verstärkungen habe — $[RESUPPLY].#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_R2,ALT_CORE_B_MU_06_C,YZ,RARE,Spindle Harvesters,Spindelsammler,,,,,,,,{J} Ich erhalte $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_07_C,ALT_CORE_B_MU_07_C,MU,COMMON,Mowgli,Mogli,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_07_R1,ALT_CORE_B_MU_07_C,MU,RARE,Mowgli,Mogli,,,,,,,,,"#{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED].# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_MU_07_R2,ALT_CORE_B_MU_07_C,AX,RARE,Mowgli,Mogli,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_C,ALT_CORE_B_MU_08_C,MU,COMMON,Sneezer Shroom,Niespilz,,,,,,,,{J} Ich erhalte $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_R1,ALT_CORE_B_MU_08_C,MU,RARE,Sneezer Shroom,Niespilz,,,,,,,,{J} Ich erhalte $[ANCHORED].  #Zum Mittag — Ich erhalte 1 Verstärkung$[BB].#,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_R2,ALT_CORE_B_MU_08_C,YZ,RARE,Sneezer Shroom,Niespilz,,,,,,,,{J} Ich erhalte $[ANCHORED].  #Zum Mittag — Ich erhalte 1 Verstärkung.#,,,,,,,,,,,,,,,
ALT_CORE_B_MU_09_C,ALT_CORE_B_MU_09_C,MU,COMMON,Kodama,Kodama,,,,,,,,{H} Ich erhalte $[ASLEEP].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_09_R1,ALT_CORE_B_MU_09_C,MU,RARE,Kodama,Kodama,,,,,,,,{H} Ich erhalte $[ASLEEP].,"#{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED].# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_MU_09_R2,ALT_CORE_B_MU_09_C,LY,RARE,Kodama,Kodama,,,,,,,,{H} Ich erhalte $[ASLEEP].,"#{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED].# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_MU_10_C,ALT_CORE_B_MU_10_C,MU,COMMON,"Yong-Su, Verdant Weaver","Yong-Su, Grünweber",,,,,,,,"{J} Falls du mindestens zwei Pflanzen kontrollierst, erhalte ich 2 Verstärkungen$[BB]. (Karten in der Reserve werden nicht kontrolliert.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_10_R1,ALT_CORE_B_MU_10_C,MU,RARE,"Yong-Su, Verdant Weaver","Yong-Su, Grünweber",,,,,,,,"{J} Falls du mindestens zwei Pflanzen kontrollierst, erhalte ich 2 Verstärkungen$[BB]. (Karten in der Reserve werden nicht kontrolliert.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_10_R2,ALT_CORE_B_MU_10_C,LY,RARE,"Yong-Su, Verdant Weaver","Yong-Su, Grünweber",,,,,,,,"{J} #Falls du unter den Charakteren, die du kontrollierst, mindestens drei Basisstatistiken von 0 hast#, erhalte ich 2 Verstärkungen.",,,,,,,,,,,,,,,
ALT_CORE_B_MU_11_C,ALT_CORE_B_MU_11_C,MU,COMMON,Inari,Inari,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_11_R1,ALT_CORE_B_MU_11_C,MU,RARE,Inari,Inari,,,,,,,,#Zum Mittag — Ziehe eine Karte.#,,,,,,,,,,,,,,,
ALT_CORE_B_MU_11_R2,ALT_CORE_B_MU_11_C,AX,RARE,Inari,Inari,,,,,,,,,"#{D} : Aktiviere die {j} Auslöser einer bleibenden Karte deiner Wahl, die du kontrollierst.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_MU_12_C,ALT_CORE_B_MU_12_C,MU,COMMON,Daughter of Yggdrasil,Tochter von Yggdrasil,,,,,,,,{H} Ein Gegner deiner Wahl zieht eine Karte.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_12_R1,ALT_CORE_B_MU_12_C,MU,RARE,Daughter of Yggdrasil,Tochter von Yggdrasil,,,,,,,,{H} #Jeder Spieler# zieht eine Karte.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_12_R2,ALT_CORE_B_MU_12_C,AX,RARE,Daughter of Yggdrasil,Tochter von Yggdrasil,,,,,,,,{H} Ein Gegner deiner Wahl zieht eine Karte.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_13_C,ALT_CORE_B_MU_13_C,MU,COMMON,Muna Druid,Muna-Druide,,,,,,,,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_MU_13_R1,ALT_CORE_B_MU_13_C,MU,RARE,Muna Druid,Muna-Druide,,,,,,,,#{H} Bis zu eine Pflanze deiner Wahl erhält 2 Verstärkungen.#,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_MU_13_R2,ALT_CORE_B_MU_13_C,AX,RARE,Muna Druid,Muna-Druide,,,,,,,,,"{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_MU_14_C,ALT_CORE_B_MU_14_C,MU,COMMON,Cernunnos,Cernunnos,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_14_R1,ALT_CORE_B_MU_14_C,MU,RARE,Cernunnos,Cernunnos,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_14_R2,ALT_CORE_B_MU_14_C,LY,RARE,Cernunnos,Cernunnos,,,,,,,,,,,,,,,,,,,,,,,
