ID;ID Base;Faction;Alteration;Name;Name En;Colonne3;Colonne2;Colonne1;Type;Sub-Type;Cost;Recall Cost;Vegetal;Mineral;Aquatic;Effect;Echo;;;;;;;;;flavor;;;;;#;Artist;Placeholder Y/N;Etat Brief;Tags;State;Changement;Commentaire;Promo?;;;;;
ALT_DUSTER_B_LY_93_R1;ALT_DUSTER_B_LY_93_C;LY;RARE;Diocles, Chariot Racer;Diocles, Chariot Racer;;;;CHARACTER;ADVENTURER;3;3;4;4;0;#Pay {3} more# to play me in a starting region.  {J} My Expedition moves backwards one region.  When I leave the Expedition zone — My Expedition moves forward one region.;;;;;;;;;;"""Hop in, it's a guaranteed five-star experience!""";;;;;044;Damian Audino;FAUX;Brief Done;Feature 4 - Move, Complex, Limited signpost, Constructed buildaround;;;;B;;;;;
ALT_DUSTER_B_LY_93_R2;ALT_DUSTER_B_LY_93_C;BR;RARE;Diocles, Chariot Racer;Diocles, Chariot Racer;;;;CHARACTER;ADVENTURER;3;3;4;4;0;#Pay {3} more# to play me in a starting region.  {J} My Expedition moves backwards one region.  When I leave the Expedition zone — My Expedition moves forward one region.;;;;;;;;;;"""Hop in, it's a guaranteed five-star experience!""";;;;;044;Damian Audino;FAUX;Brief Done;Feature 4 - Move, Complex, Limited signpost, Constructed buildaround;;;;B;;;;;
ALT_DUSTER_B_LY_94_C;ALT_DUSTER_B_LY_94_C;LY;COMMON;Nightclub Bouncer;Nightclub Bouncer;;;;CHARACTER;CITIZEN;3;3;4;0;4;{H} If I'm [IN_CONTACT], [SABOTAGE_LOW]. (I'm In Contact if another player's Expedition is in my region.);;;;;;;;;;"""What part of 'dress code' do you not understand?""";;;;;045;Gamon Studio;FAUX;Brief Done;Mainfeature 2 - In Contact, Reserve Interaction;;;;B;;;;;
ALT_DUSTER_B_LY_94_R1;ALT_DUSTER_B_LY_94_C;LY;RARE;Nightclub Bouncer;Nightclub Bouncer;;;;CHARACTER;CITIZEN;3;3;4;0;4;#{J}# If I'm [IN_CONTACT], [SABOTAGE_LOW]. #Otherwise, you may exhaust ({T}) target card in Reserve.# (I'm In Contact if another player's Expedition is in my region.);;;;;;;;;;"""What part of 'dress code' do you not understand?""";;;;;045;Gamon Studio;FAUX;Brief Done;Mainfeature 2 - In Contact, Reserve Interaction;;;;B;;;;;
ALT_DUSTER_B_LY_94_R2;ALT_DUSTER_B_LY_94_C;YZ;RARE;Nightclub Bouncer;Nightclub Bouncer;;;;CHARACTER;CITIZEN;3;3;4;0;4;#{J}# If I'm [IN_CONTACT], [SABOTAGE_LOW]. #Otherwise, you may exhaust ({T}) target card in Reserve.# (I'm In Contact if another player's Expedition is in my region.);;;;;;;;;;"""What part of 'dress code' do you not understand?""";;;;;045;Gamon Studio;FAUX;Brief Done;Mainfeature 2 - In Contact, Reserve Interaction;;;;B;;;;;
ALT_DUSTER_B_LY_91_C;ALT_DUSTER_B_LY_91_C;LY;COMMON;Cheshire Cat;Cheshire Cat;;;;CHARACTER;ANIMAL;3;3;2;2;3;{H} If I'm [IN_CONTACT], you may have target Character switch Expeditions. (It leaves its Expedition and joins its controller's other Expedition. I'm In Contact if another player's Expedition is in my region.);;;;;;;;;;"""We're all mad here.""";;;;;046;Taras Susak;FAUX;Brief Done;Mainfeature 2 - In Contact, Limited signpost, Constructed buildaround;;;;B;;;;;
ALT_DUSTER_B_LY_91_R1;ALT_DUSTER_B_LY_91_C;LY;RARE;Cheshire Cat;Cheshire Cat;;;;CHARACTER;ANIMAL;3;#2#;#3#;2;3;{H} If I'm [IN_CONTACT], you may have target Character switch Expeditions. (I'm In Contact if another player's Expedition is in my region.);;;;;;;;;;"""We're all mad here.""";;;;;046;Taras Susak;FAUX;Brief Done;Mainfeature 2 - In Contact, Limited signpost, Constructed buildaround;;;;B;;;;;
ALT_DUSTER_B_LY_91_R2;ALT_DUSTER_B_LY_91_C;YZ;RARE;Cheshire Cat;Cheshire Cat;;;;CHARACTER;ANIMAL;3;#2#;#3#;2;3;{H} If I'm [IN_CONTACT], you may have target Character switch Expeditions. (I'm In Contact if another player's Expedition is in my region.);;;;;;;;;;"""We're all mad here.""";;;;;046;Taras Susak;FAUX;Brief Done;Mainfeature 2 - In Contact, Limited signpost, Constructed buildaround;;;;B;;;;;
ALT_DUSTER_B_LY_96_C;ALT_DUSTER_B_LY_96_C;LY;COMMON;Don Juan;Don Juan;;;;CHARACTER;ADVENTURER;3;4;0;5;5;If I would go to Reserve from the Expedition zone, I gain [FLEETING] and defect instead. (I join the Expedition facing me, changing controllers. If I would go to any personal zone, I go to my owner's instead.);;;;;;;;;;"""Constancy is for insensitive clods alone.""";;;;;047;Justice Wong;FAUX;Brief Done;Feature 4 - Move, Complex, Warning Uniques;;;;B;;;;;
ALT_DUSTER_B_LY_96_R1;ALT_DUSTER_B_LY_96_C;LY;RARE;Don Juan;Don Juan;;;;CHARACTER;ADVENTURER;#2#;#3#;0;#4#;#4#;If I would go to Reserve from the Expedition zone, I gain [FLEETING] and defect instead. (I join the Expedition facing me, changing controllers.);;;;;;;;;;"""Constancy is for insensitive clods alone.""";;;;;047;Justice Wong;FAUX;Envoi Brief;Feature 4 - Move, Complex, Warning Uniques;;;;B;;;;;
ALT_DUSTER_B_LY_96_R2;ALT_DUSTER_B_LY_96_C;MU;RARE;Don Juan;Don Juan;;;;CHARACTER;ADVENTURER;#2#;#3#;0;#4#;#4#;If I would go to Reserve from the Expedition zone, I gain [FLEETING] and defect instead. (I join the Expedition facing me, changing controllers.);;;;;;;;;;"""Constancy is for insensitive clods alone.""";;;;;047;Justice Wong;FAUX;Envoi Brief;Feature 4 - Move, Complex, Warning Uniques;;;;B;;;;;
ALT_DUSTER_B_LY_95_C;ALT_DUSTER_B_LY_95_C;LY;COMMON;Hostel Nightkeeper;Hostel Nightkeeper;;;;CHARACTER;MERCHANT;4;3;4;0;4;"{H} You may target a Character. If you do, it gains [ASLEEP], then create a [MANASEED] token in its controller's Landmarks. (It's a Permanent with ""{T}, Sacrifice me: Ready a Mana Orb."")";;;;;;;;;;"""Floor -2, room 217. Welcome to the Underlook Hostel.""";;;;;048;Anh Tung;FAUX;Brief Done;Mainfeature 1 - Manaseed;;;;B;;;;;
ALT_DUSTER_B_LY_95_R1;ALT_DUSTER_B_LY_95_C;LY;RARE;Hostel Nightkeeper;Hostel Nightkeeper;;;;CHARACTER;MERCHANT;4;3;4;#2#;4;{H} You may target a Character, it gains [ASLEEP]. #If you control it,# create a [MANASEED] token in your Landmarks.;;;;;;;;;;"""Floor -2, room 217. Welcome to the Underlook Hostel.""";;;;;048;Anh Tung;FAUX;Brief Done;Mainfeature 1 - Manaseed;;;;B;;;;;
ALT_DUSTER_B_LY_95_R2;ALT_DUSTER_B_LY_95_C;MU;RARE;Hostel Nightkeeper;Hostel Nightkeeper;;;;CHARACTER;MERCHANT;4;3;4;0;4;{H} You may target a Character. If you do, it gains [ASLEEP], then create a [MANASEED] token in its controller's Landmarks.;;;;;;;;;;"""Floor -2, room 217. Welcome to the Underlook Hostel.""";;;;;048;Anh Tung;FAUX;Brief Done;Mainfeature 1 - Manaseed;;;;B;;;;;
ALT_DUSTER_B_LY_97_C;ALT_DUSTER_B_LY_97_C;LY;COMMON;Lyra DJ;Lyra DJ;;;;CHARACTER;ARTIST;6;6;6;6;6;You may play me for {2} less in an Expedition that's [IN_CONTACT]. (It's In Contact if there is another player's Expedition in its region.);;;;;;;;;;There's something a bit unusual about this set…;;;;;049;Zero Wen;FAUX;Brief Done;Mainfeature 2 - In Contact, Limited signpost;;;;B;;;;;
ALT_DUSTER_B_LY_97_R1;ALT_DUSTER_B_LY_97_C;LY;RARE;Lyra DJ;Lyra DJ;;;;CHARACTER;ARTIST;6;6;6;6;6;You may play me for {2} less in an Expedition that's [IN_CONTACT]. (It's In Contact if there is another player's Expedition in its region.)  #{J} If each of your Expeditions is [IN_CONTACT], draw a card.#;;;;;;;;;;There's something a bit unusual about this set…;;;;;049;Zero Wen;FAUX;Brief Done;Mainfeature 2 - In Contact, Limited signpost;;;;B;;;;;
ALT_DUSTER_B_LY_97_R2;ALT_DUSTER_B_LY_97_C;BR;RARE;Lyra DJ;Lyra DJ;;;;CHARACTER;ARTIST;6;6;6;6;6;You may play me for {2} less in an Expedition that's [IN_CONTACT]. (It's In Contact if there is another player's Expedition in its region.)  #{J} If each of your Expeditions is [IN_CONTACT], draw a card.#;;;;;;;;;;There's something a bit unusual about this set…;;;;;049;Zero Wen;FAUX;Brief Done;Mainfeature 2 - In Contact, Limited signpost;;;;B;;;;;
ALT_DUSTER_B_LY_98_C;ALT_DUSTER_B_LY_98_C;LY;COMMON;Phoibos, Reka Hexarch;Phoibos, Reka Hexarch;;;;CHARACTER;ARTIST NOBLE;7;4;6;3;6;{H} Target opponent reveals a random card from their hand. If I'm [IN_CONTACT], you may immediately play it for free and it gains [FLEETING]. If you don't, discard it.;;;;;;;;;;"""I'm never more comfortable than when I'm in the spotlight.""";;;;;050;Gamon Studio;VRAI;Brief Done;Mainfeature 2 - In Contact, Complex, Constructed buildaround, Storyline, Promo Booster;;;;B;;;;;
ALT_DUSTER_B_LY_98_E;ALT_DUSTER_B_LY_98_C;LY;EXALTED;Phoibos, Reka Hexarch;Phoibos, Reka Hexarch;;;;CHARACTER;ARTIST NOBLE;7;4;6;3;6;{H} Target opponent reveals a random card from their hand. If I'm [IN_CONTACT], you may immediately play it for free and it gains [FLEETING]. If you don't, discard it.;;;;;;;;;;"""I'm never more comfortable than when I'm in the spotlight.""";;;;;050;Gamon Studio;FAUX;Brief Done;Mainfeature 2 - In Contact, Complex, Constructed buildaround, Storyline, Promo Booster;;;;B;;;;;
ALT_DUSTER_B_LY_99_C;ALT_DUSTER_B_LY_99_C;LY;COMMON;Paint it Pink!;Paint it Pink!;;;;SPELL;DISRUPTION;4;4;;;;[FLEETING].  Play me for {1} less if one or more of your Expeditions are [IN_CONTACT]. (If another player's Expedition is in their region.)  Return target Character or Permanent to the top of its owner's deck.;;;;;;;;;;Pretty in pink.;;;;;051;DOBA;FAUX;Brief Done;Mainfeature 2 - In Contact;;;;B;;;;;
ALT_DUSTER_B_LY_99_R1;ALT_DUSTER_B_LY_99_C;LY;RARE;Paint it Pink!;Paint it Pink!;;;;SPELL;DISRUPTION;4;4;;;;[FLEETING].  Play me for {1} less #per Expedition# [IN_CONTACT] that you control. (They're In Contact if another player's Expedition is in their region.)  Return target Character or Permanent to the top of its owner's deck.;;;;;;;;;;Pretty in pink.;;;;;051;DOBA;FAUX;Brief Done;Mainfeature 2 - In Contact;;;;B;;;;;
ALT_DUSTER_B_LY_99_R2;ALT_DUSTER_B_LY_99_C;OR;RARE;Paint it Pink!;Paint it Pink!;;;;SPELL;DISRUPTION;4;4;;;;[FLEETING].  Play me for {1} less #per Expedition# [IN_CONTACT] that you control. (They're In Contact if another player's Expedition is in their region.)  Return target Character or Permanent to the top of its owner's deck.;;;;;;;;;;Pretty in pink.;;;;;051;DOBA;FAUX;Brief Done;Mainfeature 2 - In Contact;;;;B;;;;;
ALT_DUSTER_B_LY_100_C;ALT_DUSTER_B_LY_100_C;LY;COMMON;Romantic Encounter;Romantic Encounter;;;;SPELL;MANEUVER;4;4;;;;Target opponent reveals the top four cards of their deck. You may play a Character from these cards for free and it gains [FLEETING], then discard the rest. (Don't activate any {h} abilities.);;;;;;;;;;"""I've never felt this close to anyone.""";;;;;052;Zero Wen;FAUX;Brief Done;Complex, Storyline, Promo Adventure Pass;;;;B;;;;;
ALT_DUSTER_B_LY_100_R1;ALT_DUSTER_B_LY_100_C;LY;RARE;Romantic Encounter;Romantic Encounter;;;;SPELL;MANEUVER;#7#;#7#;;;;#[FLEETING].#  #Do this for each player, starting with you:#  • That player reveals the top four cards of their deck. You may play a Character #with Base Cost {3} or less# from these cards for free and it gains [FLEETING], then discard the rest.;;;;;;;;;;"""I've never felt this close to anyone.""";;;;;052;Zero Wen;FAUX;Brief Done;Complex, Storyline, Constructed buildaround, Multiplayer, Promo Adventure Pass, Feature 3 - Rush/Pass;;;;B;;;;;
ALT_DUSTER_B_LY_100_R2;ALT_DUSTER_B_LY_100_C;YZ;RARE;Romantic Encounter;Romantic Encounter;;;;SPELL;MANEUVER;#7#;#7#;;;;#[FLEETING].#  #Do this for each player, starting with you:#  • That player reveals the top four cards of their deck. You may play a Character #with Base Cost {3} or less# from these cards for free and it gains [FLEETING], then discard the rest.;;;;;;;;;;"""I've never felt this close to anyone.""";;;;;052;Zero Wen;FAUX;Brief Done;Complex, Storyline, Constructed buildaround, Multiplayer, Promo Adventure Pass, Feature 3 - Rush/Pass;;;;B;;;;;
ALT_DUSTER_B_LY_101_C;ALT_DUSTER_B_LY_101_C;LY;COMMON;Reka Headset;Reka Headset;;;;EXPEDITION_PERMANENT;GEAR;1;2;;;;My Expedition and its Characters are considered [IN_CONTACT]. (Even if there are no other Expeditions in my region.)  {T} : The next Character that joins my Expedition this turn gains 1 boost.;;;;;;;;;;This way, we're all on the same wavelength.;;;;;053;HuoMiao Studio;FAUX;Brief Done;Mainfeature 2 - In Contact, Feature 2 - Gear, Limited filler, {T};;;;B;;;;;
ALT_DUSTER_B_LY_101_R1;ALT_DUSTER_B_LY_101_C;LY;RARE;Reka Headset;Reka Headset;;;;EXPEDITION_PERMANENT;GEAR;1;#1#;;;;My Expedition and its Characters are considered [IN_CONTACT].  {T} : The next Character that joins my Expedition this turn gains 1 boost.;;;;;;;;;;This way, we're all on the same wavelength.;;;;;053;HuoMiao Studio;FAUX;Brief Done;Mainfeature 2 - In Contact, Feature 2 - Gear, Limited filler, {T};;;;B;;;;;
ALT_DUSTER_B_LY_101_R2;ALT_DUSTER_B_LY_101_C;OR;RARE;Reka Headset;Reka Headset;;;;EXPEDITION_PERMANENT;GEAR;1;#1#;;;;My Expedition is considered #behind.# (Even if it's tied or ahead.)  {T} : The next Character that joins my Expedition this turn gains 1 boost.;;;;;;;;;;This way, we're all on the same wavelength.;;;;;053;HuoMiao Studio;FAUX;Brief Done;Mainfeature 2 - In Contact, Feature 2 - Gear, Limited filler, {T};;;;B;;;;;
ALT_DUSTER_B_LY_102_C;ALT_DUSTER_B_LY_102_C;LY;COMMON;Cable-Car Station;Cable-Car Station;;;;LANDMARK_PERMANENT;SITE;2;2;;;;{J} [RESUPPLY], then I gain 2 Move counters.  {T}, Spend 1 of my Move counters: One of your Expeditions moves backwards one region. If it does, your other Expedition moves forward one region.;;;;;;;;;;Reka cable-cars are the safest way to get around the city.;;;;;054;Anh Tung;FAUX;Brief Done;Feature 4 - Move, Limited signpost, Constructed buildaround, {T};;;;B;;;;;
ALT_DUSTER_B_LY_102_R1;ALT_DUSTER_B_LY_102_C;LY;RARE;Cable-Car Station;Cable-Car Station;;;;LANDMARK_PERMANENT;SITE;2;2;;;;{J} #Draw a card,# then I gain 2 Move counters.  {T}, Spend 1 of my Move counters: One of your Expeditions moves backwards one region. If it does, your other Expedition moves forward one region.;;;;;;;;;;Reka cable-cars are the safest way to get around the city.;;;;;054;Anh Tung;FAUX;Brief Done;Feature 4 - Move, Limited signpost, Constructed buildaround, {T}, Card Advantage;;;;B;;;;;
ALT_DUSTER_B_LY_102_R2;ALT_DUSTER_B_LY_102_C;OR;RARE;Cable-Car Station;Cable-Car Station;;;;LANDMARK_PERMANENT;SITE;2;2;;;;{J} #Draw a card,# then I gain 2 Move counters.  {T}, Spend 1 of my Move counters: One of your Expeditions moves backwards one region. If it does, your other Expedition moves forward one region.;;;;;;;;;;Reka cable-cars are the safest way to get around the city.;;;;;054;Anh Tung;FAUX;Brief Done;Feature 4 - Move, Limited signpost, Constructed buildaround, {T}, Card Advantage;;;;B;;;;;
ALT_DUSTER_B_MU_85_C;ALT_DUSTER_B_MU_85_C;MU;COMMON;Turuun & Benih;Turuun & Benih;;;;HERO;;;;;;;When you make a [GIFT] — You may exhaust me ({T}) to also receive it. (A Gift is when on your turn, an opponent draws a card, Resupplies or receives a token.)  Ignore my ability during the first Day.;;;;;;;;;;Bringing a fruit of the Spindle Tree to the Reka is a way for me to recapture my youth.;;;;;055;Ba Vo;FAUX;Brief Done;;Modifié;Rework;;B;;;;;
ALT_DUSTER_B_MU_89_C;ALT_DUSTER_B_MU_89_C;MU;COMMON;Charitable Reka;Charitable Reka;;;;CHARACTER;CITIZEN;2;2;3;0;3;;;;;;;;;;;Opulence is a state of grace that forever teeters on the precipice.;;;;;056;Ba Vo;FAUX;Brief Done;Simple;;;;B;;;;;
ALT_DUSTER_B_MU_89_R1;ALT_DUSTER_B_MU_89_C;MU;RARE;Charitable Reka;Charitable Reka;;;;CHARACTER;CITIZEN;2;2;3;0;3;#{J} Create a [MANASEED] token in each player's Landmarks.#;;;;;;;;;;Opulence is a state of grace that forever teeters on the precipice.;;;;;056;Ba Vo;FAUX;Brief Done;Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_89_R2;ALT_DUSTER_B_MU_89_C;OR;RARE;Charitable Reka;Charitable Reka;;;;CHARACTER;CITIZEN;2;2;3;0;3;#{J} Create a [MANASEED] token in each player's Landmarks.#;;;;;;;;;;Opulence is a state of grace that forever teeters on the precipice.;;;;;056;Ba Vo;FAUX;Brief Done;Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_86_C;ALT_DUSTER_B_MU_86_C;MU;COMMON;Rabbit Farmer;Rabbit Farmer;;;;CHARACTER;ANIMAL DRUID;2;2;2;2;1;When you make a [GIFT] — If I have no boosts, I gain 1 boost. (A Gift is when on your turn, an opponent draws a card, Resupplies or receives a token.);;;;;;;;;;The pleasure of giving, the joy of receiving.;;;;;057;Ba Vo;FAUX;Brief Done;Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_86_R1;ALT_DUSTER_B_MU_86_C;MU;RARE;Rabbit Farmer;Rabbit Farmer;;;;CHARACTER;ANIMAL DRUID;#1#;#1#;#1#;#1#;#0#;When you make a [GIFT] — If I have no boosts, I gain 1 boost.;;;;;;;;;;The pleasure of giving, the joy of receiving.;;;;;057;Ba Vo;FAUX;Envoi Brief;Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_86_R2;ALT_DUSTER_B_MU_86_C;BR;RARE;Rabbit Farmer;Rabbit Farmer;;;;CHARACTER;ANIMAL DRUID;#1#;#1#;#1#;#1#;#0#;When you make a [GIFT] — If I have no boosts, I gain 1 boost. (A Gift is when on your turn, an opponent draws a card, Resupplies or receives a token.);;;;;;;;;;The pleasure of giving, the joy of receiving.;;;;;057;Ba Vo;FAUX;Envoi Brief;Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_94_C;ALT_DUSTER_B_MU_94_C;MU;COMMON;Reka Gatherer;Reka Gatherer;;;;CHARACTER;CITIZEN;2;2;2;2;2;;"{D} : Create a [MANASEED] token in each player's Landmarks. (It's a Permanent with ""{T}, Sacrifice me: Ready a Mana Orb."")";;;;;;;;;There always comes a time to reap what we sow.;;;;;058;Bastien Jez;FAUX;Brief Done;Simple, Mainfeature 1 - Manaseed, Support New;;;;B;;;;;
ALT_DUSTER_B_MU_94_R1;ALT_DUSTER_B_MU_94_C;MU;RARE;Reka Gatherer;Reka Gatherer;;;;CHARACTER;CITIZEN;2;2;#3#;2;2;#At Noon — Create a [MANASEED] token in your Landmarks.#;{D} : Create a [MANASEED] token in each player's Landmarks.;;;;;;;;;There always comes a time to reap what we sow.;;;;;058;Bastien Jez;FAUX;Brief Done;Mainfeature 1 - Manaseed, Support New;;;;B;;;;;
ALT_DUSTER_B_MU_94_R2;ALT_DUSTER_B_MU_94_C;LY;RARE;Reka Gatherer;Reka Gatherer;;;;CHARACTER;CITIZEN;2;2;#3#;2;2;#At Noon — Create a [MANASEED] token in your Landmarks.#;{D} : Create a [MANASEED] token in each player's Landmarks.;;;;;;;;;There always comes a time to reap what we sow.;;;;;058;Bastien Jez;FAUX;Brief Done;Mainfeature 1 - Manaseed, Support New;;;;B;;;;;
ALT_DUSTER_B_MU_87_C;ALT_DUSTER_B_MU_87_C;MU;COMMON;Reka Tradesman;Reka Tradesman;;;;CHARACTER;MERCHANT;2;2;0;3;3;"{R} [RESUPPLY], then create a [MANASEED] token in target opponent's Landmarks. (It's a Permanent with ""{T}, Sacrifice me: Ready a Mana Orb."")";;;;;;;;;;"""Here's one for the road.""";;;;;059;Jefrey Yonathan;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift, Card Advantage;;;;B;;;;;
ALT_DUSTER_B_MU_87_R1;ALT_DUSTER_B_MU_87_C;MU;RARE;Reka Tradesman;Reka Tradesman;;;;CHARACTER;MERCHANT;2;#3#;0;3;3;{R} Put the top card of your deck #in your Mana zone# (as an exhausted Mana Orb), then create a [MANASEED] token in target opponent's Landmarks.;;;;;;;;;;"""Here's one for the road.""";;;;;059;Jefrey Yonathan;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_87_R2;ALT_DUSTER_B_MU_87_C;OR;RARE;Reka Tradesman;Reka Tradesman;;;;CHARACTER;MERCHANT;2;#3#;0;3;3;{R} Put the top card of your deck #in your Mana zone# (as an exhausted Mana Orb), then create a [MANASEED] token in target opponent's Landmarks.;;;;;;;;;;"""Here's one for the road.""";;;;;059;Jefrey Yonathan;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_88_C;ALT_DUSTER_B_MU_88_C;MU;COMMON;Muna Botanist;Muna Botanist;;;;CHARACTER;DRUID;2;2;2;2;0;{H} Target opponent [RESUPPLIES].  {H} You may target another Character with Base Cost {3} or less, it gains [ANCHORED]. (Its Base Cost is its Reserve Cost if it's Fleeting, or its Hand Cost if not.);;;;;;;;;;If the Juice gives life, then it must take it from somewhere.;;;;;060;Matteo Spirito;FAUX;Brief Done;Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_88_R1;ALT_DUSTER_B_MU_88_C;MU;RARE;Muna Botanist;Muna Botanist;;;;CHARACTER;DRUID;2;#1#;2;#1#;0;{H} Target opponent #[EXHAUSTED_RESUPPLIES].#  {H} You may target another Character with Base Cost {3} or less, it gains [ANCHORED]. (Its Base Cost is its Reserve Cost if it's Fleeting, or its Hand Cost if not.);;;;;;;;;;If the Juice gives life, then it must take it from somewhere.;;;;;060;Matteo Spirito;FAUX;Envoi Brief;Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_88_R2;ALT_DUSTER_B_MU_88_C;BR;RARE;Muna Botanist;Muna Botanist;;;;CHARACTER;DRUID;2;#1#;2;#1#;0;{H} Target opponent #[EXHAUSTED_RESUPPLIES].#  {H} You may target another Character with Base Cost {3} or less, it gains [ANCHORED]. (Its Base Cost is its Reserve Cost if it's Fleeting, or its Hand Cost if not.);;;;;;;;;;If the Juice gives life, then it must take it from somewhere.;;;;;060;Matteo Spirito;FAUX;Envoi Brief;Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_93_C;ALT_DUSTER_B_MU_93_C;MU;COMMON;Hesperide;Hesperide;;;;CHARACTER;FAIRY;2;2;2;2;2;{H} You may pay {2} to return target Permanent to its owner's hand.;;;;;;;;;;"""No matter what they say, the Naos is suffering, just like the Nilam before it!""";;;;;061;Zael;FAUX;Brief Done;Constructed spoiler, Simple;;;;B;;;;;
ALT_DUSTER_B_MU_93_R1;ALT_DUSTER_B_MU_93_C;MU;RARE;Hesperide;Hesperide;;;;CHARACTER;FAIRY;#3#;2;#3#;2;2;{H} You may return target Permanent to its owner's hand. #If you do, create a [MANASEED] token in its controller's Landmarks.#;;;;;;;;;;"""No matter what they say, the Naos is suffering, just like the Nilam before it!""";;;;;061;Zael;FAUX;Brief Done;Constructed spoiler, Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_93_R2;ALT_DUSTER_B_MU_93_C;BR;RARE;Hesperide;Hesperide;;;;CHARACTER;FAIRY;#3#;2;#3#;2;2;{H} You may return target Permanent to its owner's hand. #If you do, create a [MANASEED] token in its controller's Landmarks.#;;;;;;;;;;"""No matter what they say, the Naos is suffering, just like the Nilam before it!""";;;;;061;Zael;FAUX;Brief Done;Constructed spoiler, Simple;;;;B;;;;;
ALT_DUSTER_B_MU_92_C;ALT_DUSTER_B_MU_92_C;MU;COMMON;Daughter of Naos;Daughter of Naos;;;;CHARACTER;PLANT;3;3;2;3;3;If I'm [ANCHORED_FS], I'm [DEFENDER_FS]. (My Expedition can't move forward during Dusk.)  {J} I gain [ANCHORED].;;;;;;;;;;The torture of the Naos must cease.;;;;;062;Khoa Viet;FAUX;Brief Done;Limited filler;;;;B;;;;;
ALT_DUSTER_B_MU_92_R1;ALT_DUSTER_B_MU_92_C;MU;RARE;Daughter of Naos;Daughter of Naos;;;;CHARACTER;PLANT;3;3;2;3;3;If I'm [ANCHORED_FS], I'm [DEFENDER_FS].  {J} I gain [ANCHORED].  #When you make a [GIFT] — If I have less than 2 boosts, I gain 1 boost.#;;;;;;;;;;The torture of the Naos must cease.;;;;;062;Khoa Viet;FAUX;Brief Done;Feature 1 - Gift, Limited filler;;;;B;;;;;
ALT_DUSTER_B_MU_92_R2;ALT_DUSTER_B_MU_92_C;OR;RARE;Daughter of Naos;Daughter of Naos;;;;CHARACTER;PLANT;3;3;2;3;3;If I'm [ANCHORED_FS], I'm [DEFENDER_FS].  {J} I gain [ANCHORED].;;;;;;;;;;The torture of the Naos must cease.;;;;;062;Khoa Viet;FAUX;Brief Done;Limited filler;;;;B;;;;;
ALT_DUSTER_B_MU_91_C;ALT_DUSTER_B_MU_91_C;MU;COMMON;Reka Agronomist;Reka Agronomist;;;;CHARACTER;ENGINEER;3;3;4;4;4;"{H} Create a [MANASEED] token in target opponent's Landmarks. (It's a Permanent with ""{T}, Sacrifice me: Ready a Mana Orb."")";;;;;;;;;;"""By crossing the fruits of the two world trees, we could obtain a fertile specimen.""";;;;;063;Matteo Spirito;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_91_R1;ALT_DUSTER_B_MU_91_C;MU;RARE;Reka Agronomist;Reka Agronomist;;;;CHARACTER;ENGINEER;3;3;#5#;4;#5#;#{J}# Create a [MANASEED] token in target opponent's Landmarks.;;;;;;;;;;"""By crossing the fruits of the two world trees, we could obtain a fertile specimen.""";;;;;063;Matteo Spirito;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_91_R2;ALT_DUSTER_B_MU_91_C;BR;RARE;Reka Agronomist;Reka Agronomist;;;;CHARACTER;ENGINEER;3;3;4;4;4;{H} Create a [MANASEED] token in #another target player's# Landmarks.;;;;;;;;;;"""By crossing the fruits of the two world trees, we could obtain a fertile specimen.""";;;;;063;Matteo Spirito;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift;;;;B;;;;;
ALT_DUSTER_B_MU_90_C;ALT_DUSTER_B_MU_90_C;MU;COMMON;Flore, Fuming Gardener;Flore, Fuming Gardener;;;;CHARACTER;DRUID;3;3;3;3;0;{J} You may exhaust ({T}) target Permanent in play or target card in Reserve. (Exhausted cards can't be played and have no Support abilities.);;;;;;;;;;"""The Naos has been drained from intensive use!""";;;;;064;Zael;FAUX;Brief Done;Reserve Interaction, {T}, Storyline;;;;B;;;;;
