ID,ID Base,Faction,Alteration,Name,Name En,Type,Sub-Type,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effect,Echo,Intentions Implémentation CE,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Reflexion Chacun pour soi
ALT_CORE_B_LY_15_R1,ALT_CORE_B_LY_15_C,LY,RARE,The Sandman,The Sandman,CHARACTER,ARTIST,3,#2#,0,3,3,"{H} Up to one target Character gains [ASLEEP]. #You may have it gain 2 boosts.# (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_R2,ALT_CORE_B_LY_15_C,OR,RARE,The Sandman,The Sandman,CHARACTER,ARTIST,3,#2#,0,3,3,"{H} Up to one target Character gains [ASLEEP]. #You may have it gain 2 boosts.# (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_C,ALT_CORE_B_LY_16_C,LY,COMMON,Lyra Chronicler,Lyra Chronicler,CHARACTER,ARTIST,3,3,4,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R1,ALT_CORE_B_LY_16_C,LY,RARE,Lyra Chronicler,Lyra Chronicler,CHARACTER,ARTIST,3,3,4,0,4,,#{D} : [RESUPPLY]#. (Put the top card of your deck in Reserve. Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_16_R2,ALT_CORE_B_LY_16_C,AX,RARE,Lyra Chronicler,Lyra Chronicler,CHARACTER,ARTIST,3,3,4,0,4,,#{D} : [RESUPPLY]#. (Put the top card of your deck in Reserve. Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_17_C,ALT_CORE_B_LY_17_C,LY,COMMON,Ouroboros Croupier,Ouroboros Croupier,CHARACTER,CITIZEN,4,4,0,4,4,"{H} Roll a die. On a 4 or higher, draw a card. Otherwise, $[RESUPPLY].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R1,ALT_CORE_B_LY_17_C,LY,RARE,Ouroboros Croupier,Ouroboros Croupier,CHARACTER,CITIZEN,4,4,0,#5#,#5#,"{H} Roll a die. On a 4 or higher, draw a card. Otherwise, $[RESUPPLY].",#{D} : The next card you play this turn costs {1} less.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_17_R2,ALT_CORE_B_LY_17_C,AX,RARE,Ouroboros Croupier,Ouroboros Croupier,CHARACTER,CITIZEN,4,4,0,#5#,#5#,"{H} Roll a die. On a 4 or higher, draw a card. Otherwise, $[RESUPPLY].",#{D} : The next card you play this turn costs {1} less.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_18_C,ALT_CORE_B_LY_18_C,LY,COMMON,The Hatter,The Hatter,CHARACTER,CITIZEN,4,5,5,5,0,,{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R1,ALT_CORE_B_LY_18_C,LY,RARE,The Hatter,The Hatter,CHARACTER,CITIZEN,4,#4#,5,#0#,#5#,,{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_18_R2,ALT_CORE_B_LY_18_C,BR,RARE,The Hatter,The Hatter,CHARACTER,CITIZEN,4,5,5,5,0,,{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_19_C,ALT_CORE_B_LY_19_C,LY,COMMON,"Amahle, Asgarthan Outcast","Amahle, Asgarthan Outcast",CHARACTER,SCHOLAR,5,5,5,5,5,{J} You may discard a card from your Reserve to draw a card.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R1,ALT_CORE_B_LY_19_C,LY,RARE,"Amahle, Asgarthan Outcast","Amahle, Asgarthan Outcast",CHARACTER,SCHOLAR,5,5,5,5,5,{J} You may discard #any number of cards# from your Reserve to #draw that many cards#.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_19_R2,ALT_CORE_B_LY_19_C,AX,RARE,"Amahle, Asgarthan Outcast","Amahle, Asgarthan Outcast",CHARACTER,SCHOLAR,5,5,5,5,5,{J} You may discard a card from your Reserve to draw a card.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_C,ALT_CORE_B_LY_20_C,LY,COMMON,Asmodeus,Asmodeus,CHARACTER,DEITY,6,6,5,5,5,"{J} Roll a die. On a 4 or higher, I gain $[ANCHORED]. Otherwise, I gain 3 boosts$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R1,ALT_CORE_B_LY_20_C,LY,RARE,Asmodeus,Asmodeus,CHARACTER,DEITY,#5#,#5#,#4#,#4#,#4#,"{J} Roll a die. On a 4 or higher, I gain $[ANCHORED]. Otherwise, I gain 3 boosts$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_20_R2,ALT_CORE_B_LY_20_C,BR,RARE,Asmodeus,Asmodeus,CHARACTER,DEITY,6,6,5,5,5,"{J} Roll a die. On a 4 or higher, I gain $[ANCHORED]. Otherwise, I gain 3 boosts.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_C,ALT_CORE_B_LY_21_C,LY,COMMON,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,"{H} Each player discards their hand, then draws three cards.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R1,ALT_CORE_B_LY_21_C,LY,RARE,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,"{H} Each player discards their hand #and their Reserve#, then draws three cards.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_21_R2,ALT_CORE_B_LY_21_C,MU,RARE,Loki,Loki,CHARACTER,DEITY,7,5,5,5,5,"{H} Each player discards their hand, then draws three cards.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_C,ALT_CORE_B_LY_22_C,LY,COMMON,A Cappella Training,A Cappella Training,SPELL,SONG,1,1,,,,"Target Character gains [FLEETING_CHAR]. (If it would be sent to Reserve, discard it instead.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R1,ALT_CORE_B_LY_22_C,LY,RARE,A Cappella Training,A Cappella Training,SPELL,SONG,#2#,#2#,,,,"#[FLEETING].#  Target Character gains [FLEETING_CHAR]. (If it would be sent to Reserve, discard it instead.)  #Draw a card.#",,,,,,,,,,,,,,,
ALT_CORE_B_LY_22_R2,ALT_CORE_B_LY_22_C,MU,RARE,A Cappella Training,A Cappella Training,SPELL,SONG,1,1,,,,"Target Character gains [FLEETING_CHAR]. (If it would be sent to Reserve, discard it instead.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_23_C,ALT_CORE_B_LY_23_C,LY,COMMON,Twinkle Twinkle,Twinkle Twinkle,SPELL,SONG,2,2,,,,"Target Character gains [ASLEEP]. (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.)",{D} : The next card you play this turn costs {1} less. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R1,ALT_CORE_B_LY_23_C,LY,RARE,Twinkle Twinkle,Twinkle Twinkle,SPELL,SONG,#4#,#4#,,,,"#$[FLEETING].#  #All Characters in target Expedition# gain [ASLEEP]. (This only affects one player's Characters. During Dusk, ignore their statistics. During Rest, they don't go to Reserve and they lose Asleep.)",{D} : The next card you play this turn costs {1} less. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_23_R2,ALT_CORE_B_LY_23_C,BR,RARE,Twinkle Twinkle,Twinkle Twinkle,SPELL,SONG,2,2,,,,"Target Character gains [ASLEEP]. (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.)",{D} : The next card you play this turn costs {1} less. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_24_C,ALT_CORE_B_LY_24_C,LY,COMMON,Cloth Cocoon,Cloth Cocoon,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Choose one:  • Discard target [FLEETING_CHAR], [ANCHORED] or [ASLEEP] Character.  • Discard target Permanent.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R1,ALT_CORE_B_LY_24_C,LY,RARE,Cloth Cocoon,Cloth Cocoon,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Discard target [FLEETING_CHAR], [ANCHORED] or [ASLEEP] Character.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_24_R2,ALT_CORE_B_LY_24_C,MU,RARE,Cloth Cocoon,Cloth Cocoon,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Choose one:  • Discard target [FLEETING_CHAR], [ANCHORED] or [ASLEEP] Character.  • Discard target Permanent.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_C,ALT_CORE_B_LY_25_C,LY,COMMON,All In!,All In!,SPELL,BOON,3,3,,,,"Roll a die. Target Character gains X boosts$[BB], where X is the result.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R1,ALT_CORE_B_LY_25_C,LY,RARE,All In!,All In!,SPELL,BOON,3,3,,,,"Roll a die. #You may discard a card from your Reserve to increase the result by 2.# Target Character gains X boosts$[BB], where X is the final result.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_25_R2,ALT_CORE_B_LY_25_C,BR,RARE,All In!,All In!,SPELL,BOON,3,3,,,,"Roll a die. Target Character gains X boosts$[BB], where X is the result.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_C,ALT_CORE_B_LY_26_C,LY,COMMON,Paint Prison,Paint Prison,SPELL,DISRUPTION,5,5,,,,$[FLEETING].  You may discard a card from your Reserve to reduce my cost by {2}.  Return target Character or Permanent to the top of its owner's deck.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R1,ALT_CORE_B_LY_26_C,LY,RARE,Paint Prison,Paint Prison,SPELL,DISRUPTION,#4#,#4#,,,,$[FLEETING].  You may discard a card from your Reserve to reduce my cost by #{1}#.  Return target Character or Permanent to the top of its owner's deck.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_26_R2,ALT_CORE_B_LY_26_C,MU,RARE,Paint Prison,Paint Prison,SPELL,DISRUPTION,5,5,,,,$[FLEETING].  You may discard a card from your Reserve to reduce my cost by {2}.  Return target Character or Permanent to the top of its owner's deck.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_C,ALT_CORE_B_LY_27_C,LY,COMMON,Mind Apotheosis,Mind Apotheosis,SPELL,CONJURATION,9,9,,,,$[FLEETING].  Reveal the top four cards of your Deck. Choose up to two Characters from these cards and put them in your Expeditions. They gain [FLEETING]. Discard the other cards. (Don't activate any {h} triggers.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R1,ALT_CORE_B_LY_27_C,LY,RARE,Mind Apotheosis,Mind Apotheosis,SPELL,CONJURATION,#8#,#8#,,,,[FLEETING].  Reveal the top four cards of your Deck. Choose up to two Characters from these cards and put them in your Expeditions. They gain [FLEETING]. Discard the other cards. (Don't activate any {h} triggers.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_27_R2,ALT_CORE_B_LY_27_C,BR,RARE,Mind Apotheosis,Mind Apotheosis,SPELL,CONJURATION,9,9,,,,[FLEETING].  Reveal the top four cards of your Deck. Choose up to two Characters from these cards and put them in your Expeditions. They gain [FLEETING]. Discard the other cards. (Don't activate any {h} triggers.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_C,ALT_CORE_B_LY_28_C,LY,COMMON,Ride the Bifröst,Ride the Bifröst,SPELL,MANEUVER,2,2,,,,$[FLEETING].  All Characters you control switch Expeditions. (They leave their Expeditions and join their controller's other Expedition.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R1,ALT_CORE_B_LY_28_C,LY,RARE,Ride the Bifröst,Ride the Bifröst,SPELL,MANEUVER,2,2,,,,$[FLEETING].  All Characters #controlled by target player# switch Expeditions. (They leave their Expeditions and join their controller's other Expedition.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_28_R2,ALT_CORE_B_LY_28_C,YZ,RARE,Ride the Bifröst,Ride the Bifröst,SPELL,MANEUVER,2,2,,,,$[FLEETING].  All Characters you control switch Expeditions. (They leave their Expeditions and join their controller's other Expedition.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_C,ALT_CORE_B_LY_29_C,LY,COMMON,Lyra Festival,Lyra Festival,PERMANENT,LANDMARK,4,4,,,,"{J} Draw a card.  At Dusk, if you control a [FLEETING] Character, another [ANCHORED] Character and yet another [ASLEEP] Character — You win the game.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R1,ALT_CORE_B_LY_29_C,LY,RARE,Lyra Festival,Lyra Festival,PERMANENT,LANDMARK,4,4,,,,"#{J} Target Character gains [FLEETING], [ANCHORED] or [ASLEEP].#  At Dusk, if you control a [FLEETING] Character, another [ANCHORED] Character and yet another [ASLEEP] Character — You win the game.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_29_R2,ALT_CORE_B_LY_29_C,MU,RARE,Lyra Festival,Lyra Festival,PERMANENT,LANDMARK,4,4,,,,"{J} Draw a card.  At Dusk, if you control a [FLEETING] Character, another [ANCHORED] Character and yet another [ASLEEP] Character — You win the game.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_C,ALT_CORE_B_LY_30_C,LY,COMMON,"The Ouroboros, Lyra Bastion","The Ouroboros, Lyra Bastion",PERMANENT,LANDMARK,4,4,,,,"If you would roll one or more dice, instead roll that many dice plus one and ignore the roll of your choice.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R1,ALT_CORE_B_LY_30_C,LY,RARE,"The Ouroboros, Lyra Bastion","The Ouroboros, Lyra Bastion",PERMANENT,LANDMARK,#3#,#3#,,,,"If you would roll one or more dice, instead roll that many dice plus one and ignore the roll of your choice.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_30_R2,ALT_CORE_B_LY_30_C,AX,RARE,"The Ouroboros, Lyra Bastion","The Ouroboros, Lyra Bastion",PERMANENT,LANDMARK,#3#,#3#,,,,"#{J} [RESUPPLY].#  If you would #$[RESUPPLY], instead, reveal the top two cards of your deck. Put one in Reserve, and discard the other.#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_01_C,ALT_CORE_B_MU_01_C,MU,COMMON,Teija & Nauraa,Teija & Nauraa,HERO,,,,,,,The first Character you play each Afternoon gains 1 boost$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_02_C,ALT_CORE_B_MU_02_C,MU,COMMON,Arjun & Spike,Arjun & Spike,HERO,,,,,,,"{T}, Discard a card from your Reserve: the next Character you play this turn with Hand Cost {3} or less gains [ANCHORED]. (During Rest, it doesn't go to Reserve and it loses Anchored.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_03_C,ALT_CORE_B_MU_03_C,MU,COMMON,Rin & Orchid,Rin & Orchid,HERO,,,,,,,"When one of your Expeditions moves forward due to {V} — Draw a card, then put a card from your hand in Reserve.",,,,,,,,,,,,,,,
ALT_CORE_B_MU_04_C,ALT_CORE_B_MU_04_C,MU,COMMON,Muna Caregiver,Muna Caregiver,CHARACTER,DRUID,1,1,0,1,0,,{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_04_R1,ALT_CORE_B_MU_04_C,MU,RARE,Muna Caregiver,Muna Caregiver,CHARACTER,DRUID,1,1,#1#,#2#,0,,{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_04_R2,ALT_CORE_B_MU_04_C,YZ,RARE,Muna Caregiver,Muna Caregiver,CHARACTER,DRUID,1,1,0,1,0,,{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_05_C,ALT_CORE_B_MU_05_C,MU,COMMON,Kitsune,Kitsune,CHARACTER,SPIRIT,2,2,0,3,2,{H} Each player draws a card.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_05_R1,ALT_CORE_B_MU_05_C,MU,RARE,Kitsune,Kitsune,CHARACTER,SPIRIT,2,2,0,3,#3#,{H} Each player #may [RESUPPLY].# (Put the top card of their deck in Reserve.),,,,,,,,,,,,,,,
ALT_CORE_B_MU_05_R2,ALT_CORE_B_MU_05_C,BR,RARE,Kitsune,Kitsune,CHARACTER,SPIRIT,2,2,0,3,2,{H} Each player draws a card.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_C,ALT_CORE_B_MU_06_C,MU,COMMON,Spindle Harvesters,Spindle Harvesters,CHARACTER,PLANT ANIMAL,1,1,1,0,0,{J} I gain $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_R1,ALT_CORE_B_MU_06_C,MU,RARE,Spindle Harvesters,Spindle Harvesters,CHARACTER,PLANT ANIMAL,1,1,1,0,0,"{J} I gain $[ANCHORED].  #At Noon, if I have 2 or more boosts — $[RESUPPLY].#",,,,,,,,,,,,,,,
ALT_CORE_B_MU_06_R2,ALT_CORE_B_MU_06_C,YZ,RARE,Spindle Harvesters,Spindle Harvesters,CHARACTER,PLANT ANIMAL,1,1,1,0,0,{J} I gain $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_07_C,ALT_CORE_B_MU_07_C,MU,COMMON,Mowgli,Mowgli,CHARACTER,DRUID,2,1,3,0,0,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_07_R1,ALT_CORE_B_MU_07_C,MU,RARE,Mowgli,Mowgli,CHARACTER,DRUID,2,1,3,0,0,,#{D} : Target Character with Hand Cost {3} or less gains [ANCHORED].# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_07_R2,ALT_CORE_B_MU_07_C,AX,RARE,Mowgli,Mowgli,CHARACTER,DRUID,2,1,3,0,0,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_C,ALT_CORE_B_MU_08_C,MU,COMMON,Sneezer Shroom,Sneezer Shroom,CHARACTER,PLANT,2,2,1,1,1,{J} I gain $[ANCHORED].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_R1,ALT_CORE_B_MU_08_C,MU,RARE,Sneezer Shroom,Sneezer Shroom,CHARACTER,PLANT,2,2,1,1,1,{J} I gain $[ANCHORED].  #At Noon — I gain 1 boost$[BB].#,,,,,,,,,,,,,,,
ALT_CORE_B_MU_08_R2,ALT_CORE_B_MU_08_C,YZ,RARE,Sneezer Shroom,Sneezer Shroom,CHARACTER,PLANT,2,2,1,1,1,{J} I gain $[ANCHORED].  #At Noon — I gain 1 boost.#,,,,,,,,,,,,,,,
ALT_CORE_B_MU_09_C,ALT_CORE_B_MU_09_C,MU,COMMON,Kodama,Kodama,CHARACTER,PLANT SPIRIT,2,2,3,3,3,{H} I gain $[ASLEEP].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_09_R1,ALT_CORE_B_MU_09_C,MU,RARE,Kodama,Kodama,CHARACTER,PLANT SPIRIT,2,2,3,3,3,{H} I gain $[ASLEEP].,#{D} : Target Character with Hand Cost {3} or less gains [ANCHORED].# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_09_R2,ALT_CORE_B_MU_09_C,LY,RARE,Kodama,Kodama,CHARACTER,PLANT SPIRIT,2,2,3,3,3,{H} I gain $[ASLEEP].,#{D} : Target Character with Hand Cost {3} or less gains [ANCHORED].# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_10_C,ALT_CORE_B_MU_10_C,MU,COMMON,"Yong-Su, Verdant Weaver","Yong-Su, Verdant Weaver",CHARACTER,DRUID,3,3,3,3,3,"{J} If you control two or more Plants, I gain 2 boosts$[BB]. (Cards in Reserve are not controlled.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_10_R1,ALT_CORE_B_MU_10_C,MU,RARE,"Yong-Su, Verdant Weaver","Yong-Su, Verdant Weaver",CHARACTER,DRUID,#2#,#2#,#2#,#2#,#2#,"{J} If you control two or more Plants, I gain 2 boosts$[BB]. (Cards in Reserve are not controlled.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_10_R2,ALT_CORE_B_MU_10_C,LY,RARE,"Yong-Su, Verdant Weaver","Yong-Su, Verdant Weaver",CHARACTER,DRUID,3,3,3,3,3,"{J} #If you have three or more base statistics 0 among Characters you control,# I gain 2 boosts$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_MU_11_C,ALT_CORE_B_MU_11_C,MU,COMMON,Inari,Inari,CHARACTER,DEITY,3,2,3,1,3,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_11_R1,ALT_CORE_B_MU_11_C,MU,RARE,Inari,Inari,CHARACTER,DEITY,3,2,3,1,3,#At Noon — Draw a card.#,,,,,,,,,,,,,,,
ALT_CORE_B_MU_11_R2,ALT_CORE_B_MU_11_C,AX,RARE,Inari,Inari,CHARACTER,DEITY,3,2,3,#3#,3,,#{D} : Activate the {j} triggers of target Permanent you control.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_12_C,ALT_CORE_B_MU_12_C,MU,COMMON,Daughter of Yggdrasil,Daughter of Yggdrasil,CHARACTER,PLANT,3,3,5,5,3,{H} Target opponent draws a card.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_12_R1,ALT_CORE_B_MU_12_C,MU,RARE,Daughter of Yggdrasil,Daughter of Yggdrasil,CHARACTER,PLANT,3,3,5,5,3,{H} #Each player# draws a card.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_12_R2,ALT_CORE_B_MU_12_C,AX,RARE,Daughter of Yggdrasil,Daughter of Yggdrasil,CHARACTER,PLANT,3,3,5,5,3,{H} Target opponent draws a card.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_13_C,ALT_CORE_B_MU_13_C,MU,COMMON,Muna Druid,Muna Druid,CHARACTER,DRUID,3,2,3,2,2,,{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_13_R1,ALT_CORE_B_MU_13_C,MU,RARE,Muna Druid,Muna Druid,CHARACTER,DRUID,3,2,#2#,#1#,#1#,#{H} Up to one target Plant gains 2 boosts$[BB].#,{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_13_R2,ALT_CORE_B_MU_13_C,AX,RARE,Muna Druid,Muna Druid,CHARACTER,DRUID,3,2,3,2,2,,{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_14_C,ALT_CORE_B_MU_14_C,MU,COMMON,Cernunnos,Cernunnos,CHARACTER,DRUID DEITY,4,3,4,4,4,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_14_R1,ALT_CORE_B_MU_14_C,MU,RARE,Cernunnos,Cernunnos,CHARACTER,DRUID DEITY,#3#,3,4,4,4,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_14_R2,ALT_CORE_B_MU_14_C,LY,RARE,Cernunnos,Cernunnos,CHARACTER,DRUID DEITY,#3#,3,4,4,4,,,,,,,,,,,,,,,,
ALT_CORE_B_MU_15_C,ALT_CORE_B_MU_15_C,MU,COMMON,Dracaena,Dracaena,CHARACTER,PLANT DRAGON,3,3,0,2,2,{J} I gain $[ANCHORED].  At Noon — I gain 1 boost.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_15_R1,ALT_CORE_B_MU_15_C,MU,RARE,Dracaena,Dracaena,CHARACTER,PLANT DRAGON,3,3,0,#1#,#1#,{J} I gain $[ANCHORED].  At Noon — I gain #2 boosts#.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_15_R2,ALT_CORE_B_MU_15_C,BR,RARE,Dracaena,Dracaena,CHARACTER,PLANT DRAGON,3,3,0,2,2,{J} I gain $[ANCHORED].  At Noon — I gain 1 boost.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_16_C,ALT_CORE_B_MU_16_C,MU,COMMON,Aloe Vera,Aloe Vera,CHARACTER,PLANT,3,3,2,2,4,At Noon — $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_16_R1,ALT_CORE_B_MU_16_C,MU,RARE,Aloe Vera,Aloe Vera,CHARACTER,PLANT,3,3,2,2,4,#{J} You may pay {1} to have me gain $[ANCHORED].#  At Noon — $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_16_R2,ALT_CORE_B_MU_16_C,LY,RARE,Aloe Vera,Aloe Vera,CHARACTER,PLANT,3,3,2,2,4,#{J} You may pay {1} to have me gain $[ANCHORED].#  At Noon — $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_MU_17_C,ALT_CORE_B_MU_17_C,MU,COMMON,Aja,Aja,CHARACTER,DEITY,4,4,4,5,4,{H} Each player puts the top card of their deck in their Mana zone (as an exhausted Mana Orb).,,,,,,,,,,,,,,,
ALT_CORE_B_MU_17_R1,ALT_CORE_B_MU_17_C,MU,RARE,Aja,Aja,CHARACTER,DEITY,4,4,4,5,4,#{J}# Each player puts the top card of their deck in their Mana zone (as an exhausted Mana Orb).,#{D} : Target Character with Hand Cost {3} or less gains [ANCHORED].# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_MU_17_R2,ALT_CORE_B_MU_17_C,BR,RARE,Aja,Aja,CHARACTER,DEITY,4,4,4,5,4,{H} Each player puts the top card of their deck in their Mana zone (as an exhausted Mana Orb).,,,,,,,,,,,,,,,
ALT_CORE_B_MU_18_C,ALT_CORE_B_MU_18_C,MU,COMMON,Parvati,Parvati,CHARACTER,DEITY,4,2,3,0,3,"{H} Target Character gains [ANCHORED]. (During Rest, it doesn't go to Reserve and it loses Anchored.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_18_R1,ALT_CORE_B_MU_18_C,MU,RARE,Parvati,Parvati,CHARACTER,DEITY,4,#3#,3,0,3,"#{J}# Target Character gains [ANCHORED]. (During Rest, it doesn't go to Reserve and it loses Anchored.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_18_R2,ALT_CORE_B_MU_18_C,BR,RARE,Parvati,Parvati,CHARACTER,DEITY,4,#3#,3,0,3,"#{J}# Target Character gains [ANCHORED]. (During Rest, it doesn't go to Reserve and it loses Anchored.)",,,,,,,,,,,,,,,
ALT_CORE_B_MU_19_C,ALT_CORE_B_MU_19_C,MU,COMMON,Verdantback,Verdantback,CHARACTER,PLANT ANIMAL,4,4,5,5,6,I have $[DEFENDER] unless you control two or more other Plants.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_19_R1,ALT_CORE_B_MU_19_C,MU,RARE,Verdantback,Verdantback,CHARACTER,PLANT ANIMAL,#3#,#3#,#4#,#4#,#5#,I have $[DEFENDER] unless you control two or more other Plants.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_19_R2,ALT_CORE_B_MU_19_C,OR,RARE,Verdantback,Verdantback,CHARACTER,PLANT ANIMAL,4,4,5,5,6,I have $[DEFENDER] unless you control two or more #Bureaucrats#.,,,,,,,,,,,,,,,
ALT_CORE_B_MU_20_C,ALT_CORE_B_MU_20_C,MU,COMMON,Coniferal Coneman,Coniferal Coneman,CHARACTER,PLANT,5,5,3,3,3,{J} I gain $[ANCHORED].,,,,,,,,,,,,,,,
